product_img,season,brand,product_name,price,estimated_delivery,highlights,composition,washing_instructions
https://cdn-images.farfetch-contents.com/29/49/26/58/29492658_58793201_1000.jpg,New Season,Marni,cargo trousers,,,black front button fastening multiple cargo pockets ,"Lining: Cotton 100%

Outer: Polyester 67%, Cotton 33%",Read Manufacturer Guidelines
https://cdn-images.farfetch-contents.com/27/49/42/01/27494201_57261902_1000.jpg,New Season,Casablanca,Le Passage T-shirt,,,white logo print embellishment graphic print to the rear ,Organic Cotton 100%,Read Manufacturer Guidelines
https://cdn-images.farfetch-contents.com/25/26/28/71/25262871_58744336_1000.jpg,New Season,Carter Young,Newman Chore jacket,,,white front press-stud and zip fastening press-stud fastening cuffs two front flap pockets corduroy collar ,Cotton 100%,Machine Wash
https://cdn-images.farfetch-contents.com/26/68/24/03/26682403_58928956_1000.jpg,New Season,Stone Island,painted-logo sweater,,,indigo blue short front zip fastening front pouch pocket contrasting cuffs long sleeves ,"Polyurethane Resin 100%,  Linen/Flax 65%,  Cotton 23%,  Polyester 12%",Hand Wash
https://cdn-images.farfetch-contents.com/26/82/54/46/26825446_58911559_1000.jpg,New Season,Represent,R3 Drive jeans,,,indigo blue concealed fly and button fastening belt loops classic five pockets silver-tone logo plaque ,Cotton 100%,Machine Wash
https://cdn-images.farfetch-contents.com/29/62/42/46/29624246_58708781_1000.jpg,New Season,Represent,Crest T-shirt ,,,ecru logo print to the rear crew neck short sleeves ,Cotton 100%,Machine Wash
https://cdn-images.farfetch-contents.com/29/73/86/61/29738661_58845547_1000.jpg,New Season,Represent,cotton shirt ,,,sand beige concealed front fastening two chest flap pockets mini logo tag spread collar ,Cotton 100%,Hand Wash
https://cdn-images.farfetch-contents.com/24/50/41/82/24504182_57753597_1000.jpg,New Season,Casablanca,Casa Beach Wave T-shirt,,,white crew neck short sleeves straight hem ,Organic Cotton 100%,Machine Wash
https://cdn-images.farfetch-contents.com/29/02/79/44/29027944_58209529_1000.jpg,New Season,Stone Island,Compass-badge shorts,,,light beige elasticated waistband with internal drawstring two side flap pockets two side slit pockets rear flap pocket ,"Cotton 97%, Elastane 3%",Machine Wash
https://cdn-images.farfetch-contents.com/25/76/84/78/25768478_58507531_1000.jpg, ,OUR LEGACY,Beyond shirt,,,blue-grey front button fastening short sleeves vertical stripe pattern ,"Mother of Pearl 100%, Viscose 84%, Silk 16%",Hand Wash
https://cdn-images.farfetch-contents.com/28/36/09/88/28360988_57781400_1000.jpg,Runway,LEMAIRE,Parachute jacket,,,black front button and zip fastening concealed hood storm flap two zip-fastening chest pockets ,Fabric 100%,Read Manufacturer Guidelines
https://cdn-images.farfetch-contents.com/27/60/81/46/27608146_57438386_1000.jpg,New Season,RHUDE,RHPS25TT01012RHPS25TT01012 2306VintageBlack,,,black crew neck drop shoulder short sleeves straight hem ,Cotton 100%,Machine Wash
https://cdn-images.farfetch-contents.com/27/33/08/34/27330834_57456754_1000.jpg,New Season,AMI Paris,wide-leg jeans,,,blue concealed fly and button fastening belt loops classic five pockets whiskering effect ,Cotton 100%,Dry Clean Only
https://cdn-images.farfetch-contents.com/29/62/52/01/29625201_58708935_1000.jpg,New Season,Represent,Crest T-shirt ,,,black logo print to the rear crew neck short sleeves ,Cotton 100%,Machine Wash
https://cdn-images.farfetch-contents.com/25/14/60/69/25146069_58819780_1000.jpg,New Season,Kartik Research,embroidered jacket,,,light beige front zip fastening zip-fastening chest pocket chest patch pocket two side welt pockets ,"Cotton 90%, Leather 10%",Dry Clean Only
https://cdn-images.farfetch-contents.com/27/91/13/70/27911370_57590411_1000.jpg,New Season,RHUDE,graphic-print T-shirt,,,white logo print to the front crew neck short sleeves ,Cotton 100%,Machine Wash
https://cdn-images.farfetch-contents.com/24/31/37/54/24313754_54428246_1000.jpg,New Season,OUR LEGACY,Third Cut jeans ,,,light blue cotton denim trompe l'oeil print ripped detailing mid-rise belt loops concealed fly and button fastening classic five pockets wide leg ,Cotton 100%,Machine Wash
https://cdn-images.farfetch-contents.com/25/14/60/77/25146077_58819682_1000.jpg,New Season,Kartik Research,Fauji trousers,,,cedar brown button fly fastening belted waist two side inset pockets two rear patch pockets ,Linen/Flax 100%,Dry Clean Only
https://cdn-images.farfetch-contents.com/26/82/54/51/26825451_58518133_1000.jpg,New Season,Represent,Thoroughbred hoodie,,,khaki classic hood long sleeves front pouch pocket graphic print to the front ,Cotton 100%,Machine Wash
https://cdn-images.farfetch-contents.com/25/24/64/53/25246453_58520753_1000.jpg,New Season,Martine Rose,Oversized denim jacket,,,"dark orange front button fastening two chest flap pockets two side welt pockets When buying this unisex item, keep in mind that it is graded in standard men's sizing. ",Cotton 100%,Machine Wash
https://cdn-images.farfetch-contents.com/25/77/01/44/25770144_58508201_1000.jpg, ,OUR LEGACY,Third Cut jeans,,,black front button and zip fastening classic five pockets logo patch to the rear belt loops ,"Lining: Cotton 100%

Outer: Cotton 100%",Machine Wash
https://cdn-images.farfetch-contents.com/27/48/28/40/27482840_57262149_1000.jpg,New Season,FEAR OF GOD ESSENTIALS,jersey crew-neck T-shirt,,,"taupe logo print embellishment rubberised logo detail drop shoulder When buying this unisex item, keep in mind that it is graded in standard men's sizing. ",Cotton 100%,Read Manufacturer Guidelines
https://cdn-images.farfetch-contents.com/29/79/23/07/29792307_58883652_1000.jpg,Exclusive,AMI Paris,cotton T-Shirt,,,sand beige logo patch at the chest round neck short sleeves straight hem ,Cotton 100%,Read Manufacturer Guidelines
https://cdn-images.farfetch-contents.com/20/02/04/67/20020467_53729414_1000.jpg, ,Thom Browne,grosgrain-armband Oxford shirt,,,white cotton RWB stripe signature grosgrain loop tab logo patch to the front classic collar front button fastening long sleeves curved hem ,Cotton 100%,Read Manufacturer Guidelines
https://cdn-images.farfetch-contents.com/20/25/03/69/20250369_51671963_1000.jpg,New Season,AMI Paris,logo-embroidered wool cardigan ,,,black wool knitted construction signature Ami de Coeur monogram motif embroidered logo at the chest ribbed V-neck front button fastening long sleeves ribbed cuffs and hem straight hem ,Wool 100%,
https://cdn-images.farfetch-contents.com/29/61/31/90/29613190_58760009_1000.jpg,New Season,FEAR OF GOD ESSENTIALS,Essentials logo-print T-shirt,,,black front logo back logo short sleeves crew neck relaxed fit ,Cotton 100%,Read Manufacturer Guidelines
https://cdn-images.farfetch-contents.com/27/23/91/90/27239190_57175391_1000.jpg,New Season,A.P.C.,Ralph shirt,,,indigo blue front button fastening chest patch pocket ,Organic Cotton 100%,Machine Wash
https://cdn-images.farfetch-contents.com/28/67/82/57/28678257_58034836_1000.jpg,New Season,Moncler,logo-appliqué polo shirt,,,navy blue front button placket appliqué logo stripe detailing polo collar ,Cotton 100%,Read Manufacturer Guidelines
https://cdn-images.farfetch-contents.com/28/30/07/20/28300720_57768395_1000.jpg,New Season,Ih Nom Uh Nit,Future Mask T-shirt,,,white logo print to the rear crew neck short sleeves ,"Outer: Cotton 100%

Lining: Cotton 95%, Elastane 5%",Hand Wash
https://cdn-images.farfetch-contents.com/25/36/96/13/25369613_57164658_1000.jpg,New Season,Palm Angels,logo-print T-shirt,,,black crew neck drop shoulder short sleeves logo tag ,Cotton 100%,Machine Wash
https://cdn-images.farfetch-contents.com/27/85/71/57/27857157_57560376_1000.jpg,New Season,44 LABEL GROUP,printed t-shirt,,,black graphic print to the front crew neck short sleeves straight hem ,Cotton 100%,Read Manufacturer Guidelines
https://cdn-images.farfetch-contents.com/26/26/25/03/26262503_56546876_1000.jpg,New Season,DSQUARED2,distressed jeans ,,,black cotton blend denim distressed effect whiskering effect leather tag front button fastening classic five pockets skinny cut ,"Outer: Cotton 98%, Spandex/Elastane 2%

Lining: Polyester 65%, Cotton 35%",Read Manufacturer Guidelines
https://cdn-images.farfetch-contents.com/29/73/64/21/29736421_58858916_1000.jpg,New Season,Polo Ralph Lauren,linen shirt ,,,olive green front button fastening buttoned cuffs signature Polo Pony motif pleat detailing ,Linen/Flax 100%,Machine Wash
https://cdn-images.farfetch-contents.com/28/75/09/41/28750941_58060219_1000.jpg,New Season,RHUDE,Collegiate shorts,,,black ribbed drawstring waistband two side inset pockets rear patch pocket side slits ,"Outer: Polyester 100%

Lining: Nylon 84%, Spandex/Elastane 16%",Dry Clean Only
https://cdn-images.farfetch-contents.com/29/38/14/29/29381429_58446678_1000.jpg, ,Versace,cotton t-shirt,,,black crew neck short sleeves straight hem logo print to the front ,Cotton 100%,Hand Wash
https://cdn-images.farfetch-contents.com/27/33/21/45/27332145_57486432_1000.jpg,New Season,AMI Paris,embroidered logo polo shirt ,,,midnight blue short front button fastening polo collar short sleeves ,Organic Cotton 100%,Machine Wash
https://cdn-images.farfetch-contents.com/22/71/74/88/22717488_52751000_1000.jpg, ,Maison Kitsuné,Chillax Fox-appliqué T-shirt,,,black cotton soft jersey crew neck short sleeves signature Chillax Fox motif appliqué internal logo tag straight hem ,Cotton 100%,Machine Wash
https://cdn-images.farfetch-contents.com/17/54/39/79/17543979_54452240_1000.jpg, ,Givenchy,Givenchy Reverse T-shirt,,,black cotton jersey texture crew neck short sleeves logo print to the front logo print to the rear straight hem ,Cotton 100%,Machine Wash
https://cdn-images.farfetch-contents.com/25/36/96/14/25369614_57048131_1000.jpg,New Season,Palm Angels,neck-logo T-shirt ,,,white crew neck logo print at the neckline drop shoulder short sleeves ,Cotton 100%,Read Manufacturer Guidelines
https://cdn-images.farfetch-contents.com/27/56/50/34/27565034_57369279_1000.jpg,New Season,OUR LEGACY,straight-leg jeans,,,chocolate brown concealed fly and button fastening classic five pockets belt loops logo patch to the rear ,Fabric 100%,Read Manufacturer Guidelines
https://cdn-images.farfetch-contents.com/27/62/78/85/27627885_57730395_1000.jpg,New Season,Stüssy,Big Ol' Spray Dye jeans,,,olive green button fly fastening classic five pockets logo patch to the rear ,Fabric 100%,Read Manufacturer Guidelines
https://cdn-images.farfetch-contents.com/28/90/10/13/28901013_58107756_1000.jpg,New Season,BARROW,sports-print T-shirt,,,"light beige V-neck short sleeves logo print to the rear When buying this unisex item, keep in mind that it is graded in standard men's sizing. ",Fabric 100%,Read Manufacturer Guidelines
https://cdn-images.farfetch-contents.com/28/97/09/87/28970987_58167713_1000.jpg,New Season,OUR LEGACY,Vast Cut jeans,,,black front button and zip fastening belt loops classic five pockets logo patch to the rear ,"Outer: Steel 100%, Cotton 100%

Lining: Cotton 100%",Machine Wash
https://cdn-images.farfetch-contents.com/26/18/25/88/26182588_57935815_1000.jpg,New Season,Moncler,embroidered-logo piqué polo shirt ,,,white short front button fastening logo patch at the sleeve contrasting border ,Cotton 100%,Machine Wash
https://cdn-images.farfetch-contents.com/28/54/98/44/28549844_57945299_1000.jpg,New Season,Ih Nom Uh Nit,Future Mask T-shirt,,,black logo print to the rear crew neck short sleeves ,Cotton 100%,Hand Wash
https://cdn-images.farfetch-contents.com/26/26/24/78/26262478_56701805_1000.jpg,New Season,DSQUARED2,all-over logo-print swim shorts,,,light blue elasticated drawstring waistband short side slits Be mindful to try on swimwear over your own garments. ,"Polyester 95%, Spandex/Elastane 5%",Read Manufacturer Guidelines
https://cdn-images.farfetch-contents.com/28/62/10/29/28621029_57945666_1000.jpg,New Season,Fear Of God,fleece shorts,,,black drawstring fastening elasticated waistband two side inset pockets logo patch to the front ,"Cotton 69%, Polyester 31%",Read Manufacturer Guidelines
https://cdn-images.farfetch-contents.com/26/05/10/11/26051011_56214957_1000.jpg, ,The North Face,1996 Retro Nuptse jacket ,,,black recycled nylon ripstop texture down-feather filling water-repellent padded design front zip fastening funnel neck long sleeves elasticated touch-strap cuffs embroidered logo at the chest two side zip-fastening pockets embroidered logo to the rear full lining drawstring hem ,"Lining: Nylon 100%, Down 90%, Real Feather 10%

Outer: Recycled Nylon 100%",Machine Wash
https://cdn-images.farfetch-contents.com/29/66/19/40/29661940_58684602_1000.jpg,New Season,SAINT MXXXXXX,graphic-print T-Shirt,,,black graphic print to the front round neck short sleeves ,Cotton 100%,Read Manufacturer Guidelines
https://cdn-images.farfetch-contents.com/27/56/50/61/27565061_57370598_1000.jpg,New Season,OUR LEGACY,Above shirt,,,black front button fastening buttoned cuffs check pattern ,Fabric 100%,Read Manufacturer Guidelines
https://cdn-images.farfetch-contents.com/24/69/53/46/24695346_54981316_1000.jpg, ,Y-3,logo-print T-shirt,,,white cotton blend jersey texture logo print at the chest crew neck drop shoulder short sleeves straight hem ,"Cotton 98%, Elastane 2%",Machine Wash
https://cdn-images.farfetch-contents.com/23/29/67/89/23296789_53414478_1000.jpg,New Season,Jacquemus,Le de Nîmes straight-leg jeans,,,indigo blue organic cotton blend washed denim distressed effect faded effect contrast stitching belt loops classic five pockets rivet detailing whiskering effect at the thighs full-length logo patch to the rear straight leg wide leg concealed fly and button fastening ,"Organic Cotton 52%, Cotton 48%",Machine Wash
https://cdn-images.farfetch-contents.com/25/36/96/48/25369648_57435693_1000.jpg,New Season,Palm Angels,Bear In Mind T-shirt,,,red logo print to the front crew neck drop shoulder short sleeves ,Cotton 100%,Read Manufacturer Guidelines
https://cdn-images.farfetch-contents.com/26/26/90/30/26269030_56694392_1000.jpg,New Season,DSQUARED2,distressed stretch-cotton slim jeans,,,black stretch-cotton washed denim distressed effect concealed fly and button fastening belt loops classic five pockets logo patch to the rear slim cut ,"Outer: Cotton 92%, Polyester 6%, Elastane 2%

Lining: Polyester 65%, Cotton 35%",Read Manufacturer Guidelines
https://cdn-images.farfetch-contents.com/28/36/20/05/28362005_57783204_1000.jpg,New Season,LEMAIRE,Pyjama trousers,,,"midnight blue elasticated drawstring waistband two side slit pockets rear patch pocket When buying this unisex item, keep in mind that it is graded in standard men's sizing. ",Fabric 100%,Read Manufacturer Guidelines
https://cdn-images.farfetch-contents.com/27/67/58/37/27675837_57535326_1000.jpg,New Season,ENTIRE STUDIOS,Eternal zip hoodie,,,"washed black front zip fastening two front pouch pockets slouchy hood ribbed cuffs and hem When buying this unisex item, keep in mind that it is graded in standard men's sizing. ",Cotton 100%,Machine Wash
https://cdn-images.farfetch-contents.com/28/67/78/88/28677888_58037493_1000.jpg, ,Versace,Cameo silk shirt,,,light blue front button fastening camp collar short sleeves short side slits ,Silk 100%,Read Manufacturer Guidelines
https://cdn-images.farfetch-contents.com/27/33/22/17/27332217_57441392_1000.jpg,New Season,AMI Paris,logo-embroidered T-shirt,,,navy blue signature Ami de Coeur monogram motif crew neck short sleeves straight hem ,Organic Cotton 100%,Machine Wash
https://cdn-images.farfetch-contents.com/28/57/80/09/28578009_58200412_1000.jpg,New Season,MM6 Maison Margiela,logo-tape track pants,,,black elasticated waistband two side inset pockets number patch to the front drawstring cuffs ,Cotton 100%,Read Manufacturer Guidelines
https://cdn-images.farfetch-contents.com/23/93/20/38/23932038_57323832_1000.jpg,New Season,OUR LEGACY,New Box cotton T-Shirt,,,black cotton jersey texture crew neck drop shoulder short sleeves straight hem ,Cotton 100%,Read Manufacturer Guidelines
https://cdn-images.farfetch-contents.com/24/13/80/86/24138086_54376309_1000.jpg,New Season,Purple Brand,P001 skinny jeans,,,light blue cotton blend denim logo patch to the rear distressed finish ripped detailing paint splatter detail mid-rise belt loops concealed fly and button fastening classic five pockets skinny cut ,"Calf Leather 100%, Cotton 98%, Lycra 2%",Machine Wash
https://cdn-images.farfetch-contents.com/29/53/81/97/29538197_58545398_1000.jpg,New Season,Who Decides War,Triple Flame Glass trousers,,,charcoal grey elasticated drawstring waistband two side slit pockets faux pocket detail appliqué detailing ,Cotton 100%,Machine Wash
https://cdn-images.farfetch-contents.com/27/18/66/85/27186685_57054735_1000.jpg,New Season,AMI Paris,Ami de Coeur polo shirt,,,sage green front button placket short sleeves ,Organic Cotton 100%,Machine Wash
https://cdn-images.farfetch-contents.com/29/14/53/74/29145374_58319985_1000.jpg,New Season,Calvin Klein,double-waistband swim shorts ,,,black elasticated drawstring waistband two side inset pockets rear patch pocket Be mindful to try on swimwear over your own garments. ,"Recycled Polyester 95%, Polyester 5%",Machine Wash
https://cdn-images.farfetch-contents.com/23/75/22/14/23752214_54414354_1000.jpg, ,Diesel,T-Boxt flocked-logo T-shirt,,,black/white cotton soft jersey flocked logo crew neck short sleeves straight hem ,"Cotton 100%, Polyamide 100%",Read Manufacturer Guidelines
https://cdn-images.farfetch-contents.com/28/89/60/25/28896025_58118570_1000.jpg,New Season,Casablanca,Crochet Sporty shorts ,,,white elasticated drawstring waistband two side inset pockets logo patch to the front contrasting trim ,"Cotton 100%, Acrylic 100%",Hand Wash
https://cdn-images.farfetch-contents.com/23/79/95/27/23799527_54175180_1000.jpg, ,Polo Ralph Lauren,Polo Bear-embroidered polo shirt,,,light blue cotton piqué weave stained effect polo collar short sleeves signature Polo Bear motif short side slits straight hem front button placket ,Cotton 100%,Machine Wash
https://cdn-images.farfetch-contents.com/28/30/07/39/28300739_57771755_1000.jpg,New Season,Ih Nom Uh Nit,Black Series T-shirt,,,black crew neck short sleeves ,"Outer: Cotton 100%

Lining: Cotton 95%, Elastane 5%",Hand Wash
https://cdn-images.farfetch-contents.com/24/35/21/93/24352193_55474447_1000.jpg,New Season,Y-3,3-Stripes sport jacket,,,black/white signature 3-Stripes logo front two-way zip fastening high neck long raglan sleeves logo print at the chest two side slit pockets ribbed trim straight hem ,Polyamide 100%,Read Manufacturer Guidelines
https://cdn-images.farfetch-contents.com/27/34/94/76/27349476_57231875_1000.jpg,New Season,Represent,x Metallica Ride The Lightning T-shirt,,,white graphic print to the front ,"Organic Cotton 85%, Hemp 15%",Machine Wash
https://cdn-images.farfetch-contents.com/12/65/95/74/12659574_52800662_1000.jpg,New Season,Polo Ralph Lauren,Polo Pony cotton polo shirt,,,optical white cotton piqué weave polo collar short sleeves signature Polo Pony motif front button placket short side slits straight hem ,Cotton 100%,Machine Wash
https://cdn-images.farfetch-contents.com/27/69/49/29/27694929_57514005_1000.jpg, ,GALLERY DEPT.,Souvenir T-shirt,,,black logo print embellishment crew neck short sleeves ,Cotton 100%,Dry Clean Only
https://cdn-images.farfetch-contents.com/22/60/33/03/22603303_52661753_1000.jpg, ,AAPE BY *A BATHING APE®,camouflage-print Milo cotton T-shirt,,,black/grey cotton camouflage print round neck short sleeves signature Milo motif logo print to the rear straight hem ,Cotton 100%,Hand Wash
https://cdn-images.farfetch-contents.com/28/15/46/83/28154683_57701757_1000.jpg,New Season,Burberry,Check swim shorts,,,archive beige elasticated drawstring waistband two side slit pockets rear zip-fastening pocket Be mindful to try on swimwear over your own garments. ,"Outer: Polyester 100%

Lining: Polyester 100%",Machine Wash
https://cdn-images.farfetch-contents.com/29/37/96/20/29379620_58447025_1000.jpg, ,Versace,short sleeve cotton polo shirt,,,black front button placket short sleeves logo print to the front straight hem ,Cotton 100%,Hand Wash
https://cdn-images.farfetch-contents.com/22/69/21/20/22692120_53083689_1000.jpg, ,Salomon,x 11 By Boris Bidjan Saberi St Bamba 5,,,brown panelled design tie-dye print round toe rubber toecap micro-mesh panels reflective detailing appliqué logo to the front logo pull-tab at the tongue branded heel counter padded ankle branded insole rubber lug sole front toggle fastening ,"Sole: Rubber 100%

Lining: Fabric 100%

Outer: Rubber 100%, Fabric 100%",
https://cdn-images.farfetch-contents.com/28/02/49/61/28024961_57841869_1000.jpg, ,ASICS,x Hal Studios Gel-Kayano 20,,,white front touch-strap fastening round toe flat rubber sole mesh panelling ,"Outer: Mesh 100%, Recycled Calf Leather 100%

Lining: Fabric 100%

Sole: Rubber 100%",
https://cdn-images.farfetch-contents.com/28/70/33/12/28703312_58018032_1000.jpg,New Season,HOKA,Mafate Speed 2 sneakers,,,light grey front lace-up fastening pull-tab at the heel round toe Vibram® sole ,"Outer: Fabric 100%

Lining: Fabric 100%

Sole: Rubber 100%",
https://cdn-images.farfetch-contents.com/24/18/40/32/24184032_58380918_1000.jpg,New Season,On Running,Cloudtilt "Black/Ivory" sneakers,,,"white/black speed lacing system mesh upper padded ankle logo print to the side round toe branded insole CloudTec Phase™️ midsole chunky rubber sole These styles are supplied by a premium and authenticated sneaker marketplace. Stocking only the most sought-after footwear, they source and curate some of the most hard to find sneakers from around the world. ","Sole: Rubber 100%

Outer: Recycled Polyester 100%

Lining: Recycled Polyester 100%",Read Manufacturer Guidelines
https://cdn-images.farfetch-contents.com/29/44/49/73/29444973_58463129_1000.jpg,New Season,On Running,chunky-sole sneakers,,,coffee brown front lace-up fastening chunky rubber sole embossed logo to the rear ,"Outer: Fabric 100%

Lining: Fabric 100%

Sole: Rubber 100%",
https://cdn-images.farfetch-contents.com/28/36/13/24/28361324_57898379_1000.jpg,New Season,Salomon,XT-6 sneakers ,,,beige bungee lacing system branded insole logo print to the side panelled design ,"Outer: Fabric 100%

Lining: Fabric 100%

Sole: Rubber 100%",
https://cdn-images.farfetch-contents.com/27/96/62/52/27966252_57678736_1000.jpg,New Season,On Running,Cloudtilt "Eclipse/Black" sneakers,,,"black front lace-up fastening rubber sole logo print to the side These styles are supplied by a premium and authenticated sneaker marketplace. Stocking only the most sought-after footwear, they source and curate some of the most hard to find sneakers from around the world. ","Sole: Rubber 100%

Outer: Recycled Polyester 100%

Lining: Recycled Polyester 100%",Read Manufacturer Guidelines
https://cdn-images.farfetch-contents.com/28/33/52/77/28335277_57729309_1000.jpg,New Season,Salomon,XT-4 sneakers ,,,olive green drawstring fastening chunky rubber sole logo print to the side branded insole ,"Lining: Fabric 100%

Outer: Mesh 100%, Thermoplastic Polyurethane (TPU) 100%

Sole: Rubber 100%",
https://cdn-images.farfetch-contents.com/27/96/62/50/27966250_58380935_1000.jpg,New Season,On Running,Cloudtilt "Cinder/Sand" sneakers,,,"light beige front lace-up fastening padded ankle logo print to the rear logo print to the side round toe signature CloudTec Phase® midsole chunky rubber sole These styles are supplied by a premium and authenticated sneaker marketplace. Stocking only the most sought-after footwear, they source and curate some of the most hard to find sneakers from around the world. ","Lining: Recycled Polyester 100%

Outer: Recycled Polyester 100%

Sole: Rubber 100%",
https://cdn-images.farfetch-contents.com/24/78/18/99/24781899_54904389_1000.jpg, ,ASICS,GT-2160 "Slate Grey" sneakers,,,"green/black signature Tiger stripes round toe front lace-up fastening logo patch at the tongue branded insole rubber sole signature cushioning GEL™ technology These styles are supplied by a premium and authenticated sneaker marketplace. Stocking only the most sought-after footwear, they source and curate some of the most hard to find sneakers from around the world. ","Sole: Rubber 100%

Outer: Fabric 100%

Lining: Fabric 100%",
https://cdn-images.farfetch-contents.com/21/68/55/37/21685537_53131399_1000.jpg, ,Acne Studios,panelled-design leather sneakers,,,white/grey/brown calf leather panelled design suede panelling round toe logo-print tongue branded insole flat rubber sole front lace-up fastening ,"Lining: Fabric 100%

Sole: Rubber 100%

Outer: Calf Leather 100%",
https://cdn-images.farfetch-contents.com/28/75/15/70/28751570_58059770_1000.jpg,New Season,RHUDE,Script Crest T-shirt,,,black logo print to the front crew neck short sleeves ,Cotton 100%,Machine Wash
https://cdn-images.farfetch-contents.com/21/45/12/54/21451254_51500680_1000.jpg, ,RHUDE,logo-embroidered cotton shorts ,,,black/sand beige/white cotton/lyocell embroidered logo to the front stripe detailing elasticated drawstring waistband two side slash pockets rear patch pocket thigh-length ,"Outer: Cotton 100%

Lining: Lyocell 100%",Dry Clean Only
https://cdn-images.farfetch-contents.com/28/47/57/07/28475707_58011568_1000.jpg,New Season,RHUDE,Champions short,,,blue elasticated drawstring waistband two side welt pockets rear patch pocket logo print at the leg ,Cotton 100%,Dry Clean Only
https://cdn-images.farfetch-contents.com/19/20/51/52/19205152_42095054_1000.jpg, ,RHUDE,embroidered-logo shorts,,,"cotton, tencel black cotton blend elasticated waistband drawstring fastening waist ","Outer: Cotton 100%

Lining: TENCEL™ 100%",Dry Clean Only
https://cdn-images.farfetch-contents.com/25/36/96/67/25369667_57102437_1000.jpg,New Season,Palm Angels,logo shorts,,,black elasticated drawstring waistband slip pockets to the sides rear patch pocket ,Cotton 100%,Read Manufacturer Guidelines
https://cdn-images.farfetch-contents.com/25/36/97/62/25369762_57268233_1000.jpg,New Season,Palm Angels,mesh palm shorts,,,black elasticated logo waistband slip pockets to the sides rear patch pocket logo print embellishment ,Polyester 100%,Dry Clean Only
https://cdn-images.farfetch-contents.com/22/92/50/29/22925029_52972542_1000.jpg, ,Purple Brand,logo-print cotton cargo shorts,,,black cotton logo print to the side elasticated drawstring waistband two side cargo pockets straight hem thigh-length ,Cotton 100%,Dry Clean Only
https://cdn-images.farfetch-contents.com/24/00/29/55/24002955_54249540_1000.jpg, ,SAINT MXXXXXX,logo-print cotton shorts ,,,jet black cotton jersey texture logo print to the front patch detail elasticated waistband straight leg two side inset pockets raw-cut hem above-knee length pull-on style ,Cotton 100%,Hand Wash
https://cdn-images.farfetch-contents.com/29/50/51/70/29505170_58779553_1000.jpg,New Season,SAINT MXXXXXX,logo-print track shorts,,,black elasticated drawstring waistband two side slit pockets rear patch pocket rolled trim ,Fabric 100%,Read Manufacturer Guidelines
https://cdn-images.farfetch-contents.com/25/36/97/68/25369768_57102091_1000.jpg,New Season,Palm Angels,palm-tree knitted shorts,,,black elasticated waistband two side slit pockets ,"Acrylic 100%, Cotton 60%, Merino 40%",Read Manufacturer Guidelines
https://cdn-images.farfetch-contents.com/26/55/68/55/26556855_57279764_1000.jpg, ,AMIRI,Bandana shorts,,,black elasticated drawstring waistband two side inset pockets logo patch to the rear ,Fabric 100%,Read Manufacturer Guidelines
https://cdn-images.farfetch-contents.com/25/23/31/96/25233196_55319498_1000.jpg,New Season,AMIRI,logo-print track shorts,,,black cotton jersey texture logo print to the side elasticated drawstring waistband two side inset pockets straight leg ,Cotton 100%,Read Manufacturer Guidelines
