product_img,season,brand,product_name,price,estimated_delivery,highlights,composition,washing_instructions
https://cdn-images.farfetch-contents.com/22/37/55/29/22375529_52373496_1000.jpg, ,AMIRI,Diamond silk shorts,,,black multicolour silk elasticated waistband two side slit pockets graphic print to the front drawstring fastening ,"Lining: Silk 100%

Outer: Silk 100%",Dry Clean Only
https://cdn-images.farfetch-contents.com/29/88/26/06/29882606_58964838_1000.jpg,New Season,Myths,pleat-detail trousers,,,beige front pleats button fastening turned-up cuffs back pockets belt loops ,Fabric 100%,Read Manufacturer Guidelines
https://cdn-images.farfetch-contents.com/29/87/66/92/29876692_58940984_1000.jpg,New Season,Howlin',Bass shirt,,,lilac front button fastening chest patch pocket classic collar short sleeves ,Cotton 100%,Read Manufacturer Guidelines
https://cdn-images.farfetch-contents.com/29/87/43/53/29874353_59004937_1000.jpg, ,Devoa,drawstring-waist shorts ,,,black front button fastening two front jetted pockets front zip fastening pockets two side patch pockets ,Polyester 100%,Read Manufacturer Guidelines
https://cdn-images.farfetch-contents.com/29/87/43/52/29874352_59004641_1000.jpg, ,Devoa,short-sleeved cotton T-shirt ,,,anthracite grey crew neck drop shoulder straight hem ,Cotton 100%,Read Manufacturer Guidelines
https://cdn-images.farfetch-contents.com/29/87/43/31/29874331_59005000_1000.jpg, ,Devoa,short-sleeved shirt,,,black front press-stud fastening front flap pocket classic collar straight hem ,Polyester 100%,Read Manufacturer Guidelines
https://cdn-images.farfetch-contents.com/29/87/43/30/29874330_59004291_1000.jpg, ,Devoa,double-breasted jacket,,,olive green double-breasted button fastening two side welt pockets sleeve zip pocket buttoned cuffs ,"Linen/Flax 95%, Elastane 5%",Read Manufacturer Guidelines
https://cdn-images.farfetch-contents.com/29/87/27/52/29872752_59004493_1000.jpg, ,Devoa,wool trousers ,,,black front button fastening elasticated drawstring waistband wide leg straight hem ,Wool 100%,Read Manufacturer Guidelines
https://cdn-images.farfetch-contents.com/29/87/27/51/29872751_59004358_1000.jpg, ,Devoa,short-sleeved T-shirt ,,,light grey crew neck raw-cut hem ,"Cotton 95%, Silk 3%, Linen/Flax 2%",Read Manufacturer Guidelines
https://cdn-images.farfetch-contents.com/29/87/27/50/29872750_59004106_1000.jpg, ,Devoa,short-sleeved jersey T-shirt ,,,anthracite grey crew neck drop shoulder straight hem ,Cotton 100%,Read Manufacturer Guidelines
https://cdn-images.farfetch-contents.com/29/87/27/49/29872749_59005312_1000.jpg, ,Devoa,cotton hoodie ,,,dark grey front two-way zip fastening classic hood long raglan sleeves raw-cut hem ,Cotton 100%,Read Manufacturer Guidelines
https://cdn-images.farfetch-contents.com/29/87/27/48/29872748_59005450_1000.jpg, ,Devoa,bleached-effect denim jacket ,,,light grey front button fastening four front flap pockets two rear flap pockets long sleeves ,Cotton 100%,Read Manufacturer Guidelines
https://cdn-images.farfetch-contents.com/29/87/27/44/29872744_59005046_1000.jpg, ,Devoa,classic-collar shirt ,,,olive green front button fastening four front flap pockets two rear flap pockets epaulettes ,"Linen/Flax 80%, Cashmere 20%",Read Manufacturer Guidelines
https://cdn-images.farfetch-contents.com/29/87/27/41/29872741_59005185_1000.jpg, ,Devoa,wool blazer ,,,black front button fastening two front jetted pockets buttoned cuffs collarless ,Wool 100%,Read Manufacturer Guidelines
https://cdn-images.farfetch-contents.com/29/86/80/91/29868091_59009306_1000.jpg,New Season,Isaia,linen shirt,,,light grey front button fastening buttoned cuffs classic collar long sleeves ,Linen/Flax 100%,Machine Wash
https://cdn-images.farfetch-contents.com/29/86/80/83/29868083_59009173_1000.jpg,New Season,Mazzarelli,leaf-print shirt,,,light beige front button fastening buttoned cuffs spread collar long sleeves ,Linen/Flax 100%,Machine Wash
https://cdn-images.farfetch-contents.com/29/86/80/78/29868078_59015319_1000.jpg,New Season,Mazzarelli,jersey shirt,,,navy blue front button fastening buttoned cuffs spread collar long sleeves ,"Cotton 89%, Elastane 11%",Machine Wash
https://cdn-images.farfetch-contents.com/29/86/80/62/29868062_59012610_1000.jpg,New Season,Mazzarelli,cotton shirt,,,white front button fastening buttoned cuffs spread collar long sleeves ,Cotton 100%,Machine Wash
https://cdn-images.farfetch-contents.com/29/86/80/54/29868054_59012938_1000.jpg,New Season,Mazzarelli,jersey shirt,,,white front button fastening buttoned cuffs spread collar long sleeves ,"Cotton 89%, Elastane 11%",Machine Wash
https://cdn-images.farfetch-contents.com/29/86/80/46/29868046_59021617_1000.jpg,New Season,Mazzarelli,spread-collar shirt,,,white front button fastening buttoned cuffs long sleeves curved hem ,"Polyamide 75%, Elastane 25%",Machine Wash
https://cdn-images.farfetch-contents.com/29/86/71/86/29867186_59009116_1000.jpg,New Season,Isaia,linen shirt,,,cornflower blue front button fastening buttoned cuffs classic collar long sleeves ,Linen/Flax 100%,Machine Wash
https://cdn-images.farfetch-contents.com/29/86/71/78/29867178_59008919_1000.jpg,New Season,Isaia,linen shirt,,,sapphire blue front button fastening buttoned cuffs classic collar long sleeves ,Linen/Flax 100%,Machine Wash
https://cdn-images.farfetch-contents.com/29/86/71/52/29867152_59008975_1000.jpg,New Season,Mazzarelli,linen shirt,,,white front button fastening buttoned cuffs two chest patch pockets spread collar ,Linen/Flax 100%,Machine Wash
https://cdn-images.farfetch-contents.com/29/86/71/16/29867116_59019636_1000.jpg,New Season,Mazzarelli,linen shirt,,,white front button fastening buttoned cuffs two chest patch pockets spread collar ,Linen/Flax 100%,Machine Wash
https://cdn-images.farfetch-contents.com/29/86/71/14/29867114_59021138_1000.jpg,New Season,Mazzarelli,linen shirt,,,white front button fastening buttoned cuffs spread collar long sleeves ,Linen/Flax 100%,Machine Wash
https://cdn-images.farfetch-contents.com/29/86/60/95/29866095_59009457_1000.jpg,New Season,Mazzarelli,linen shirt,,,white front button fastening buttoned cuffs band collar long sleeves ,Linen/Flax 100%,Machine Wash
https://cdn-images.farfetch-contents.com/29/86/11/24/29861124_59003193_1000.jpg,New Season,Maison Kitsuné,cotton shorts,,,blue elasticated drawstring waistband two side slit pockets two rear patch pockets all-over floral print ,Cotton 100%,Machine Wash
https://cdn-images.farfetch-contents.com/29/86/03/20/29860320_59009150_1000.jpg,New Season,Who Decides War,Precondition Winged Boro sweatshirt,,,white graphic print to the front embroidered motif crew neck long sleeves ,Cotton 100%,Machine Wash
https://cdn-images.farfetch-contents.com/29/86/03/08/29860308_59008875_1000.jpg,New Season,Who Decides War,Gleaming hoodie,,,sand beige drawstring hood front pouch pocket all-over graphic print long sleeves ,Cotton 100%,Dry Clean Only
https://cdn-images.farfetch-contents.com/29/86/03/03/29860303_59009069_1000.jpg,New Season,Who Decides War,Mocha jeans,,,black front button and zip fastening classic five pockets logo patch to the rear contrasting panel detail ,Cotton 100%,Machine Wash
https://cdn-images.farfetch-contents.com/29/86/02/54/29860254_59008668_1000.jpg,New Season,adidas,seersucker shirt,,,black front button fastening chest patch pocket embroidered logo at the chest short sleeves ,Cotton 100%,Machine Wash
https://cdn-images.farfetch-contents.com/29/85/94/99/29859499_59009059_1000.jpg,New Season,Who Decides War,Mechanic Signature jeans,,,indigo blue front button and zip fastening belt loops classic five pockets contrasting panel detail ,Cotton 100%,Machine Wash
https://cdn-images.farfetch-contents.com/29/85/94/93/29859493_59008824_1000.jpg,New Season,Who Decides War,Signature Mechanic hoodie,,,heather grey front zip fastening drawstring hood panel detailing spray-paint effect ,Cotton 100%,Machine Wash
https://cdn-images.farfetch-contents.com/29/85/94/91/29859491_59009122_1000.jpg,New Season,Who Decides War,Flame Glass-embroidered hoodie,,,charcoal grey two side slit pockets all-over motif embroidery long sleeves ,Cotton 100%,Dry Clean Only
https://cdn-images.farfetch-contents.com/29/85/94/82/29859482_59009017_1000.jpg,New Season,Who Decides War,Moto Boro T-shirt,,,charcoal grey all-over graphic print patchwork detailing crew neck short sleeves ,Cotton 100%,Machine Wash
https://cdn-images.farfetch-contents.com/29/85/92/81/29859281_59008812_1000.jpg,New Season,adidas,seersucker shirt,,,almond beige front button fastening chest patch pocket embroidered logo at the chest short sleeves ,Cotton 100%,Machine Wash
https://cdn-images.farfetch-contents.com/29/85/92/54/29859254_59015366_1000.jpg,New Season,Marine Serre,Regenerated hoodie,,,black ribbed cuffs graphic print to the front graphic print to the rear ,"Cotton 50%, Polyester 50%",Machine Wash
https://cdn-images.farfetch-contents.com/29/85/64/31/29856431_59004488_1000.jpg,New Season,Who Decides War,Scripture track pants,,,navy blue elasticated waistband large text print side pockets straight leg design casual style ,Cotton 100%,Read Manufacturer Guidelines
https://cdn-images.farfetch-contents.com/29/85/64/30/29856430_59004156_1000.jpg,New Season,Who Decides War,plaid button-up shirt,,,blue and red check pattern graphic print label design details button closure long sleeves ,Cotton 100%,Read Manufacturer Guidelines
https://cdn-images.farfetch-contents.com/29/85/64/26/29856426_59024025_1000.jpg,New Season,Who Decides War,side-patch jeans,,,light blue distressed detailing multiple tears five-pocket design belt loops logo patch ,Cotton 100%,Read Manufacturer Guidelines
https://cdn-images.farfetch-contents.com/29/85/64/25/29856425_59004144_1000.jpg,New Season,Who Decides War,Ember Chapel hoodie,,,black front graphic skeleton motifs flame print drawstring hood long sleeves ribbed cuffs ,Cotton 100%,Read Manufacturer Guidelines
https://cdn-images.farfetch-contents.com/29/85/62/32/29856232_58972170_1000.jpg,New Season,Polo Ralph Lauren,oxford mesh polo shirt,,,pastel blue front button placket signature Polo Pony motif polo collar short sleeves ,"Cotton 96%, Elastane 4%",Machine Wash
https://cdn-images.farfetch-contents.com/29/85/60/82/29856082_58972860_1000.jpg,New Season,Polo Ralph Lauren,logo-print hoodie,,,lilac purple drawstring hood front pouch pocket signature Polo Pony motif long sleeves ,"Cotton 80%, Polyester 20%",Machine Wash
https://cdn-images.farfetch-contents.com/29/85/60/56/29856056_58970007_1000.jpg,New Season,Polo Ralph Lauren,Cocktail swim shorts ,,,aqua blue elasticated drawstring waistband two side slit pockets rear flap pocket Be mindful to try on swimwear over your own garments. ,Recycled Polyester 100%,Machine Wash
https://cdn-images.farfetch-contents.com/29/85/55/11/29855511_59003882_1000.jpg,New Season,Who Decides War,Scripture zip-up hoodie,,,navy blue all-over text print front zip closure hooded design kangaroo pocket ribbed cuffs ,Cotton 100%,Read Manufacturer Guidelines
https://cdn-images.farfetch-contents.com/29/85/55/10/29855510_59005527_1000.jpg,New Season,Who Decides War,Patched Arch jeans,,,light blue abstract door design frayed detailing multiple cut-outs five-pocket style button fastening ,Cotton 100%,Read Manufacturer Guidelines
https://cdn-images.farfetch-contents.com/29/85/54/13/29855413_58971934_1000.jpg,New Season,Polo Ralph Lauren,poplin windbreaker,,,sky blue front zip fastening two side welt pockets elasticated cuffs elasticated hem ,Cotton 100%,Machine Wash
https://cdn-images.farfetch-contents.com/29/85/53/89/29855389_58972756_1000.jpg,New Season,Polo Ralph Lauren,Polo Pony shirt,,,emerald green check pattern classic collar front button fastening long sleeves ,Cotton 100%,Machine Wash
https://cdn-images.farfetch-contents.com/29/85/53/73/29855373_58950570_1000.jpg,New Season,Polo Ralph Lauren,Polo Pony shirt,,,light blue plaid check pattern classic collar front button fastening long sleeves ,Cotton 100%,Read Manufacturer Guidelines
https://cdn-images.farfetch-contents.com/29/85/53/32/29855332_58969978_1000.jpg,New Season,Polo Ralph Lauren,Polo Pony shirt,,,pink check pattern classic collar front button fastening long sleeves ,Cotton 100%,Machine Wash
https://cdn-images.farfetch-contents.com/29/85/52/04/29855204_59003349_1000.jpg,New Season,Polo Ralph Lauren,Traveller swim shorts,,,carrot orange elasticated drawstring waistband two side slit pockets rear flap pocket Be mindful to try on swimwear over your own garments. ,"Recycled Polyester 90%, Elastane 10%",Machine Wash
https://cdn-images.farfetch-contents.com/29/85/31/26/29853126_59008813_1000.jpg,New Season,Tommy Hilfiger,linen shirt,,,sand beige front button fastening box-pleat detail embroidered logo at the chest vertical stripe pattern ,Linen/Flax 100%,Machine Wash
https://cdn-images.farfetch-contents.com/29/85/30/07/29853007_59009021_1000.jpg,New Season,Tommy Hilfiger,linen shirt,,,light blue front button fastening box-pleat detail embroidered logo at the chest vertical stripe pattern ,Linen/Flax 100%,Machine Wash
https://cdn-images.farfetch-contents.com/29/85/21/71/29852171_59008964_1000.jpg,New Season,Tommy Hilfiger,linen shirt,,,rose pink front button fastening embroidered logo at the chest box-pleat detail vertical stripe pattern ,Linen/Flax 100%,Machine Wash
https://cdn-images.farfetch-contents.com/29/85/20/60/29852060_59009031_1000.jpg,New Season,Doppiaa,knitted shirt,,,navy blue front button fastening classic collar long sleeves ribbed cuffs ,Cotton 100%,Machine Wash
https://cdn-images.farfetch-contents.com/29/85/20/52/29852052_59008879_1000.jpg,New Season,Doppiaa,jersey shirt,,,light beige front button fastening buttoned cuffs classic collar long sleeves ,Cotton 100%,Machine Wash
https://cdn-images.farfetch-contents.com/29/85/20/01/29852001_59008529_1000.jpg,New Season,Doppiaa,terry-cloth polo shirt,,,light pink front button placket short side slits short sleeves ,"Cotton 76%, Polyester 24%",Machine Wash
https://cdn-images.farfetch-contents.com/29/85/19/83/29851983_59008624_1000.jpg,New Season,Calvin Klein,short-sleeves shirt,,,white front button fastening camp collar ,"Linen/Flax 60%, Cotton 40%",Machine Wash
https://cdn-images.farfetch-contents.com/29/85/19/67/29851967_59009000_1000.jpg,New Season,Tommy Hilfiger,linen shirt,,,rose pink front button fastening box-pleat detail locker loop embroidered logo at the chest ,Linen/Flax 100%,Machine Wash
https://cdn-images.farfetch-contents.com/29/85/19/42/29851942_59008716_1000.jpg,New Season,Calvin Klein,linen shorts,,,prussian blue front button and zip fastening elasticated waistband two side inset pockets two rear welt pockets ,"Outer: Linen/Flax 52%, Lyocell 31%, Cotton 13%, Elastane 4%

Lining: Polyester 65%, Cotton 35%",Machine Wash
https://cdn-images.farfetch-contents.com/29/85/18/73/29851873_59009098_1000.jpg,New Season,Doppiaa,jersey shirt,,,peach pink front button fastening classic collar long sleeves buttoned cuffs ,Cotton 100%,Machine Wash
https://cdn-images.farfetch-contents.com/29/85/18/21/29851821_59008664_1000.jpg,New Season,Doppiaa,terry-cloth polo shirt,,,navy blue front button placket short side slits short sleeves ,"Cotton 76%, Polyester 24%",Machine Wash
https://cdn-images.farfetch-contents.com/29/85/18/02/29851802_59008484_1000.jpg,New Season,Doppiaa,terry-cloth polo shirt,,,cerulean blue front button placket short side slits short sleeves ,"Cotton 76%, Polyester 24%",Machine Wash
https://cdn-images.farfetch-contents.com/29/85/17/97/29851797_59008640_1000.jpg,New Season,Doppiaa,terry-cloth polo shirts,,,light yellow front button placket short side slits short sleeves ,"Cotton 76%, Polyester 24%",Machine Wash
https://cdn-images.farfetch-contents.com/29/85/16/74/29851674_59008520_1000.jpg,New Season,Michael Kors,bermuda shorts,,,imperial blue front button and zip fastening belt loops two side slash pockets rear welt pocket ,"Cotton 66%, TENCEL™ Lyocell (LENZING) 31%, Elastane 3%",Machine Wash
https://cdn-images.farfetch-contents.com/29/85/16/72/29851672_59008532_1000.jpg,New Season,Michael Kors,bermudas shorts,,,olive green front button and zip fastening belt loops two side slash pockets two rear welt pockets ,"Cotton 66%, TENCEL™ Lyocell (LENZING) 31%, Elastane 3%",Machine Wash
https://cdn-images.farfetch-contents.com/29/85/14/99/29851499_59021541_1000.jpg,New Season,Séfr,Leo shirt,,,black front button fastening buttoned cuffs chest patch pocket box-pleat detail ,Cotton 100%,Machine Wash
https://cdn-images.farfetch-contents.com/29/85/14/55/29851455_59010621_1000.jpg,New Season,Brain Dead,Dragonspeaker shirt,,,white front button fastening short sleeves camp collar ,Cotton 100%,Machine Wash
https://cdn-images.farfetch-contents.com/29/85/13/67/29851367_59010687_1000.jpg,New Season,Brain Dead,cropped chore jacket,,,black front button fastening buttoned cuffs two front flap pockets two side slit pockets ,"Polyester 100%, Cotton 100%",Machine Wash
https://cdn-images.farfetch-contents.com/29/85/09/57/29850957_59008940_1000.jpg,New Season,Doppiaa,terry-cloth polo shirt,,,baby blue front button placket short side slits short sleeves ,"Cotton 76%, Polyester 24%",Machine Wash
https://cdn-images.farfetch-contents.com/29/85/08/11/29850811_59008819_1000.jpg,New Season,Michael Kors,bermuda shorts,,,light beige front button and zip fastening belt loops two side slash pockets two rear welt pockets ,"Cotton 66%, TENCEL™ Lyocell (LENZING) 31%, Elastane 3%",Machine Wash
https://cdn-images.farfetch-contents.com/29/85/04/94/29850494_59011159_1000.jpg,New Season,Brain Dead,pointelle logo Head polo shirt,,,light beige front button placket short sleeves ribbed cuffs and hem ,"Cotton 55%, Polyester 45%",Hand Wash
https://cdn-images.farfetch-contents.com/29/85/00/41/29850041_59016186_1000.jpg,New Season,Costumein,Canarie T-shirt,,,white crew neck short sleeves ,Cotton 100%,Machine Wash
https://cdn-images.farfetch-contents.com/29/84/98/39/29849839_59016577_1000.jpg,New Season,Costumein,Canarie T-shirt,,,black crew neck short sleeves  ,Cotton 100%,Machine Wash
https://cdn-images.farfetch-contents.com/29/84/95/86/29849586_58999969_1000.jpg, ,Lacoste,crew-neck T-shirt,,,cobalt blue crew neck logo patch to the front short sleeves straight hem ,Cotton 100%,Read Manufacturer Guidelines
https://cdn-images.farfetch-contents.com/29/84/93/09/29849309_59010549_1000.jpg,New Season,Comme des Garçons Homme Plus,twill shorts,,,black front button and zip fastening belt loops two side slash pockets rear welt pocket ,Polyester 100%,Machine Wash
https://cdn-images.farfetch-contents.com/29/84/93/02/29849302_59013001_1000.jpg,New Season,Comme des Garçons Homme Plus,long-sleeve shirt,,,black front button fastening chest patch pocket buttoned-cuff sleeves classic collar ,Polyester 100%,Hand Wash
https://cdn-images.farfetch-contents.com/29/84/90/70/29849070_59018860_1000.jpg,New Season,BOSS,H-Hank shirt,,,cornflower blue front button fastening buttoned-cuff sleeves dart detailing cutaway collar ,Cotton 100%,Machine Wash
https://cdn-images.farfetch-contents.com/29/84/90/66/29849066_59018722_1000.jpg,New Season,BOSS,Delaware shorts,,,black concealed fly and button fastening belt loops classic five pockets logo patch to the rear ,"Cotton 98%, Spandex/Elastane 2%",Machine Wash
https://cdn-images.farfetch-contents.com/29/84/90/63/29849063_59018782_1000.jpg,New Season,BOSS,C-Leoni shorts,,,ecru elasticated drawstring waistband two side welt pockets rear welt pocket ,Cotton 100%,Machine Wash
https://cdn-images.farfetch-contents.com/29/84/90/59/29849059_59021706_1000.jpg,New Season,BOSS,Sanderson trousers,,,black concealed fly and button fastening elasticated drawstring waistband two side slash pockets two rear welt pockets ,"Lining: Cotton 100%

Outer: Linen/Flax 64%, Polyester 36%",Machine Wash
https://cdn-images.farfetch-contents.com/29/84/90/58/29849058_59018661_1000.jpg,New Season,BOSS,mélange-effect chino shorts,,,navy blue concealed fly and button fastening belt loops classic five pockets logo patch to the rear ,"Outer: Cotton 38%, Polyester 29%, Linen/Flax 16%, Viscose 15%, Spandex/Elastane 2%

Lining: Cotton 100%",Machine Wash
https://cdn-images.farfetch-contents.com/29/84/90/55/29849055_59019005_1000.jpg,New Season,BOSS,H-Thompson T-shirt,,,light blue crew neck short sleeves short side slits ,"Lyocell 67%, Cotton 33%",Machine Wash
https://cdn-images.farfetch-contents.com/29/84/90/52/29849052_59018803_1000.jpg,New Season,BOSS,P-Hank shirt,,,light blue front button fastening buttoned-cuff sleeves dart detailing spread collar ,"Recycled Polyamide 87%, Spandex/Elastane 13%",Machine Wash
https://cdn-images.farfetch-contents.com/29/84/90/46/29849046_59018244_1000.jpg,New Season,BOSS,H-Kane trousers,,,almond beige concealed fly and button fastening belt loops two side slash pockets two rear welt pockets ,"Outer: Cotton 95%, Spandex/Elastane 5%

Lining: Polyester 65%, Cotton 35%",Machine Wash
https://cdn-images.farfetch-contents.com/29/84/90/42/29849042_59018416_1000.jpg,New Season,BOSS,waffle-knit shorts,,,pastel green elasticated drawstring waistband two side slash pockets logo patch to the rear ,"Outer: Cotton 78%, Polyamide 22%",Machine Wash
https://cdn-images.farfetch-contents.com/29/84/90/39/29849039_59018895_1000.jpg,New Season,BOSS,mélange-effect chino shorts,,,medium grey concealed fly and button fastening belt loops classic five pockets logo patch to the rear ,"Outer: Cotton 38%, Polyester 29%, Linen/Flax 16%, Viscose 15%, Spandex/Elastane 2%

Lining: Cotton 100%",Machine Wash
https://cdn-images.farfetch-contents.com/29/84/90/38/29849038_59021172_1000.jpg,New Season,BOSS,printed shirt,,,light beige front button fastening buttoned cuffs classic collar long sleeves ,"Recycled Polyamide 87%, Spandex/Elastane 13%",Machine Wash
https://cdn-images.farfetch-contents.com/29/84/86/47/29848647_59013300_1000.jpg,New Season,Comme des Garçons Homme Plus,panelled hoodie,,,black drawstring hood two side welt pockets drawstring hem ,"Polyester 100%, Cotton 100%",Hand Wash
https://cdn-images.farfetch-contents.com/29/84/86/26/29848626_59012771_1000.jpg,New Season,Comme des Garçons Homme Plus,single-breasted coat,,,black front button fastening chest welt pocket two side flap pockets buttoned-cuff sleeves ,"Lining: Nylon 100%

Outer: Nylon 100%",Machine Wash
https://cdn-images.farfetch-contents.com/29/84/84/73/29848473_59021484_1000.jpg,New Season,BOSS,Delaware jeans,,,light blue concealed fly and button fastening belt loops classic five pockets logo patch to the rear ,"Cotton 99%, Spandex/Elastane 1%",Machine Wash
https://cdn-images.farfetch-contents.com/29/84/84/69/29848469_59021844_1000.jpg,New Season,BOSS,Maine jeans,,,timberwolf grey concealed fly and button fastening belt loops classic five pockets logo patch to the rear ,"Cotton 92%, Elastomultiester 6%, Spandex/Elastane 2%",Machine Wash
https://cdn-images.farfetch-contents.com/29/84/84/68/29848468_59019208_1000.jpg,New Season,BOSS,H-Hank shirt,,,white front button fastening buttoned-cuff sleeves dart detailing cutaway collar ,Cotton 100%,Machine Wash
https://cdn-images.farfetch-contents.com/29/84/84/65/29848465_59018177_1000.jpg,New Season,BOSS,C-Perin trousers,,,midnight blue hook and zip fly fastening drawstring fastening waist two side slash pockets two rear welt pockets ,"Outer: Polyester 69%, Viscose 29%, Spandex/Elastane 3%

Lining: Polyester 65%, Cotton 35%",Dry Clean Only
https://cdn-images.farfetch-contents.com/29/84/84/64/29848464_59021372_1000.jpg,New Season,BOSS,striped shirt,,,light beige front button fastening buttoned cuffs classic collar long sleeves ,"Linen/Flax 57%, Lyocell 43%",Machine Wash
https://cdn-images.farfetch-contents.com/29/84/84/62/29848462_59021251_1000.jpg,New Season,BOSS,Keflo T-shirt,,,light beige ribbed cuffs and hem spread collar V-neck ,"Cotton 86%, Polyamide 14%",Machine Wash
https://cdn-images.farfetch-contents.com/29/84/84/60/29848460_59018081_1000.jpg,New Season,BOSS,Re.Maine jeans,,,light blue concealed fly and button fastening belt loops classic five pockets logo patch to the rear ,"Cotton 82%, Recycled Polyester 16%, Spandex/Elastane 2%",Machine Wash
https://cdn-images.farfetch-contents.com/23/97/42/46/23974246_59040639_1000.jpg,New Season,AMI Paris,Ami de Coeur T-shirt,,,"white organic cotton signature Ami de Coeur monogram motif crew neck short sleeves straight hem When buying this unisex item, keep in mind that it is graded in standard men's sizing. ",Organic Cotton 100%,Read Manufacturer Guidelines
https://cdn-images.farfetch-contents.com/19/59/52/14/19595214_43856971_1000.jpg, ,AMI Paris,Ami de Coeur short-sleeve T-shirt,,,"flamingo pink cotton jersey knit signature Ami de Coeur monogram motif embroidered logo at the chest embroidered logo to the rear crew neck drop shoulder short sleeves straight hem When buying this unisex item, keep in mind that it is graded in standard men's sizing. ",Cotton 100%,Read Manufacturer Guidelines
https://cdn-images.farfetch-contents.com/23/97/39/22/23973922_59021399_1000.jpg,New Season,AMI Paris,Ami de Coeur organic cotton T-shirt,,,"black/bright red organic cotton jersey texture signature Ami de Coeur monogram motif crew neck drop shoulder short sleeves straight hem When buying this unisex item, keep in mind that it is graded in standard men's sizing. ",Organic Cotton 100%,Read Manufacturer Guidelines
https://cdn-images.farfetch-contents.com/21/81/99/28/21819928_48163887_1000.jpg, ,AMI Paris,Ami De Coeur T-shirt,,,"light blue organic cotton signature Ami de Coeur monogram motif crew neck short sleeves straight hem When buying this unisex item, keep in mind that it is graded in standard men's sizing. ",Organic Cotton 100%,Read Manufacturer Guidelines
https://cdn-images.farfetch-contents.com/20/24/97/77/20249777_50502601_1000.jpg, ,AMI Paris,logo-embroidered cotton T-shirt ,,,"light grey cotton jersey knit embroidered logo crew neck short sleeves straight hem When buying this unisex item, keep in mind that it is graded in standard men's sizing. ",Cotton 100%,Read Manufacturer Guidelines
https://cdn-images.farfetch-contents.com/27/48/39/71/27483971_57262516_1000.jpg,New Season,FEAR OF GOD ESSENTIALS,jersey crew-neck T-shirt,,,"light grey logo print embellishment rubberised logo detail drop shoulder When buying this unisex item, keep in mind that it is graded in standard men's sizing. ",Cotton 100%,
https://cdn-images.farfetch-contents.com/27/18/70/46/27187046_57055615_1000.jpg,New Season,AMI Paris,Ami de Coeur cotton T-shirt,,,midnight blue embroidered logo to the rear crew neck short sleeves ,Organic Cotton 100%,Machine Wash
https://cdn-images.farfetch-contents.com/27/48/28/43/27482843_57262181_1000.jpg,New Season,FEAR OF GOD ESSENTIALS,jersey crew-neck T-shirt,,,"black logo print embellishment rubberised logo detail drop shoulder When buying this unisex item, keep in mind that it is graded in standard men's sizing. ",Outer: Cotton 100%,Read Manufacturer Guidelines
https://cdn-images.farfetch-contents.com/23/48/43/25/23484325_53434742_1000.jpg, ,Comme Des Garçons Play,logo-appliqué cotton T-shirt,,,"coral pink cotton appliqué logo crew neck short sleeves straight hem When buying this unisex item, keep in mind that it is graded in standard men's sizing. ",Body: Cotton 100%,
https://cdn-images.farfetch-contents.com/15/64/32/44/15643244_28520920_1000.jpg,New Season,TOM FORD,short-sleeve T-shirt,,,black cotton-blend  short sleeves crew neck straight hem ,"Cotton 95%, Elastane 5%",Machine Wash
https://cdn-images.farfetch-contents.com/27/49/42/01/27494201_57261902_1000.jpg,New Season,Casablanca,Le Passage T-shirt,,,white logo print embellishment graphic print to the rear ,Organic Cotton 100%,Machine Wash
https://cdn-images.farfetch-contents.com/24/95/90/48/24959048_55204631_1000.jpg,New Season,Represent,Owners Club T-shirt,,,white cotton lightweight jersey crew neck logo print at the chest graphic print to the rear straight hem ,Cotton 100%,Machine Wash
https://cdn-images.farfetch-contents.com/28/70/12/48/28701248_58076019_1000.jpg,New Season,Comme Des Garçons Shirt,logo-print T-shirt,,,black logo print at the chest crew neck short sleeves straight hem ,Cotton 100%,Read Manufacturer Guidelines
