product-link href,expandable-text__inner-content,product-detail-composition
https://www.zara.com/de/en/baggy-fit-jeans-p04048400.html,Baggy fit jeans. Five pockets. Faded effect. Front zip fly and button fastening.,Composition: 100% cotton
https://www.zara.com/de/en/baggy-fit-jeans-p04048400.html,Baggy fit jeans. Five pockets. Faded effect. Front zip fly and button fastening.,Composition: 100% cotton
https://www.zara.com/de/en/100-linen-trousers-p05070112.html,Relaxed fit trousers in linen. Adjustable drawstring waist. Front pockets and patch back pockets.,Composition: 100% linen
https://www.zara.com/de/en/textured-jacquard-t-shirt-p04087400.html,Relaxed fit T-shirt with a round neck and short sleeves.,"Composition: 99% polyester, 1% elastane"
https://www.zara.com/de/en/relaxed-fit-jacquard-bermuda-shorts-p04087401.html,Relaxed fit Bermuda shorts. Elasticated drawstring waistband. Front pockets and a rear patch pocket.,"Composition: 99% polyester, 1% elastane"
https://www.zara.com/de/en/textured-jacquard-t-shirt-p04087400.html,Relaxed fit T-shirt with a round neck and short sleeves.,"Composition: 99% polyester, 1% elastane"
https://www.zara.com/de/en/slim-cropped-fit-jeans-p04551402.html,Faded slim fit cropped jeans with five pockets. Button fastening.,Composition: 100% cotton
https://www.zara.com/de/en/textured-relaxed-fit-t-shirt-p03992405.html,Relaxed fit T-shirt. Round neck and short sleeves.,"Composition: 56% polyester, 44% cotton"
https://www.zara.com/de/en/interlock-textured-bermuda-shorts-p00761451.html,Relaxed fit Bermuda shorts made from stretch cotton fabric. Elasticated waistband with adjustable drawstrings. Side pockets and a rear patch pocket.,"Composition: 73% cotton, 27% polyester"
https://www.zara.com/de/en/textured-relaxed-fit-t-shirt-p03992405.html,Relaxed fit T-shirt. Round neck and short sleeves.,"Composition: 56% polyester, 44% cotton"
https://www.zara.com/de/en/interlock-textured-bermuda-shorts-p00761451.html,Relaxed fit Bermuda shorts made from stretch cotton fabric. Elasticated waistband with adjustable drawstrings. Side pockets and a rear patch pocket.,"Composition: 73% cotton, 27% polyester"
https://www.zara.com/de/en/100-linen-suit-blazer-p04410400.html,Regular fit blazer made of linen fabric. Half lining on the inside. Notched lapel collar and long sleeves with buttoned cuffs. Welt pocket on the chest and flap pockets at the hip. Inside pocket detail. Hem with vents at the back. Front button fastening.,
https://www.zara.com/de/en/heavyweight-crew-neck-sweatshirt-p04092430.html,Relaxed fit sweatshirt made of compact cotton fabric. Crew neck and long sleeves. Ribbed trims.,
https://www.zara.com/de/en/interlock-textured-bermuda-shorts-p00761451.html,Relaxed fit Bermuda shorts made from stretch cotton fabric. Elasticated waistband with adjustable drawstrings. Side pockets and a rear patch pocket.,"Composition: 73% cotton, 27% polyester"
https://www.zara.com/de/en/100-linen-suit-trousers-p04410401.html,"Regular fit linen trousers. Featuring front pockets, buttoned welt pockets at the back and zip fly and top button fastening.",Composition: 100% linen
https://www.zara.com/de/en/textured-relaxed-fit-t-shirt-p03992405.html,Relaxed fit T-shirt. Round neck and short sleeves.,"Composition: 56% polyester, 44% cotton"
https://www.zara.com/de/en/heavyweight-crew-neck-sweatshirt-p04092430.html,Relaxed fit sweatshirt made of compact cotton fabric. Crew neck and long sleeves. Ribbed trims.,
https://www.zara.com/de/en/heavyweight-crew-neck-sweatshirt-p04092430.html,Relaxed fit sweatshirt made of compact cotton fabric. Crew neck and long sleeves. Ribbed trims.,
https://www.zara.com/de/en/strappy-sandals-p12724520.html,Multi-strap sandals. One strap is specifically designed with a toe post for added comfort. Anatomically shaped insole.,
https://www.zara.com/de/en/boucle-overshirt-p03715300.html,"Relaxed-fit collared overshirt featuring long sleeves with buttoned cuffs, side hip pockets and button-up front hidden by a placket.",Composition: 100% polyester
https://www.zara.com/de/en/baggy-fit-jeans-p04048400.html,Baggy fit jeans. Five pockets. Faded effect. Front zip fly and button fastening.,Composition: 100% cotton
https://www.zara.com/de/en/baggy-fit-jeans-p04048400.html,Baggy fit jeans. Five pockets. Faded effect. Front zip fly and button fastening.,Composition: 100% cotton
https://www.zara.com/de/en/lightweight-bomber-jacket-p04302401.html,Lightweight jacket made of technical fabric. Ribbed collar and long sleeves. Welt pockets at the hip. Inside pocket detail. Ribbed trims. Zip-up front.,
https://www.zara.com/de/en/lightweight-bomber-jacket-p04302401.html,Lightweight jacket made of technical fabric. Ribbed collar and long sleeves. Welt pockets at the hip. Inside pocket detail. Ribbed trims. Zip-up front.,
https://www.zara.com/de/en/lightweight-bomber-jacket-p04302401.html,Lightweight jacket made of technical fabric. Ribbed collar and long sleeves. Welt pockets at the hip. Inside pocket detail. Ribbed trims. Zip-up front.,
https://www.zara.com/de/en/casual-leather-loafers-p12613520.html,Casual loafers. Leather upper with a split suede finish. Plain design with moc toe detail. Round toe. Contrast sole.,
https://www.zara.com/de/en/leather-effect-bomber-jacket-p03918450.html,Leather-effect jacket. Elasticated ribbed collar and long sleeves. Welt pockets at the hip. Ribbed hem. Zip-up front.,
https://www.zara.com/de/en/double-strap-leather-sandals-p12703520.html,Split suede leather sandals. Two wide adjustable straps with touch-and-close fastenings. Anatomically shaped insole.,
https://www.zara.com/de/en/100-linen-bermuda-shorts-p05070010.html,Regular-fit Bermuda shorts made of a linen fabric. Front pockets and rear pockets. Front zip fly and button fastening.,Composition: 100% linen
https://www.zara.com/de/en/100-linen-bermuda-shorts-p05070010.html,Regular-fit Bermuda shorts made of a linen fabric. Front pockets and rear pockets. Front zip fly and button fastening.,Composition: 100% linen
https://www.zara.com/de/en/leather-trainers-p12210520.html,Leather trainers. Concealed lacing. Chunky sole.,
https://www.zara.com/de/en/lightweight-jacket-p04302526.html,"Regular fit, padded jacket. High neck with adjustable hood and long sleeves. Welt pockets at the hip and an inside pocket. Elasticated trims. Zip-up front.",
https://www.zara.com/de/en/lightweight-jacket-p04302526.html,"Regular fit, padded jacket. High neck with adjustable hood and long sleeves. Welt pockets at the hip and an inside pocket. Elasticated trims. Zip-up front.",
https://www.zara.com/de/en/basic-medium-weight-t-shirt-p01887470.html,Regular fit T-shirt with a round neckline and short sleeves.,Composition: 100% cotton
https://www.zara.com/de/en/jacket-with-ribbed-collar-p06318402.html,"Relaxed fit jacket crafted from a lightly padded wool-blend fabric. Featuring a matching ribbed high neck, long sleeves, zipped hip pockets, ribbed trims and a zip-up front.",
https://www.zara.com/de/en/comfort-straight-leg-trousers-p07484319.html,Straight-leg trousers. Elasticated waistband. Front pockets and rear welt pockets. Zip fly and top button fastening.,"Composition: 76% polyester, 18% viscose, 6% elastane"
https://www.zara.com/de/en/basic-slim-fit-t-shirt-p05584361.html,Slim fit T-shirt. Round neck and short sleeve.,"Composition: 95% cotton, 5% elastane"
https://www.zara.com/de/en/faux-suede-bomber-jacket-p08574300.html,Jacket made of faux suede. Ribbed elasticated neck and long sleeves. Welt pockets at the hip. Ribbed hem. Zip-up front.,
https://www.zara.com/de/en/basic-slim-fit-t-shirt-p05584361.html,Slim fit T-shirt. Round neck and short sleeve.,"Composition: 95% cotton, 5% elastane"
https://www.zara.com/de/en/basic-heavyweight-t-shirt-p01887455.html,Relaxed fit T-shirt made of compact cotton. Featuring a round neck and short sleeves.,Composition: 100% cotton
https://www.zara.com/de/en/basic-heavyweight-t-shirt-p01887455.html,Relaxed fit T-shirt made of compact cotton. Featuring a round neck and short sleeves.,Composition: 100% cotton
https://www.zara.com/de/en/basic-heavyweight-t-shirt-p01887455.html,Relaxed fit T-shirt made of compact cotton. Featuring a round neck and short sleeves.,Composition: 100% cotton
https://www.zara.com/de/en/casual-leather-loafers-p12613520.html,Casual loafers. Leather upper with a split suede finish. Plain design with moc toe detail. Round toe. Contrast sole.,
https://www.zara.com/de/en/double-strap-leather-sandals-p12708520.html,Leather sandals with two wide straps across the instep and buckle fastening. Anatomically shaped insole. Jute-covered sole.,
https://www.zara.com/de/en/basic-regular-fit-t-shirt-p05584441.html,Regular fit T-shirt made of stretch cotton. Featuring a round neck and short sleeves.,"Composition: 92% cotton, 8% elastane"
https://www.zara.com/de/en/basic-regular-fit-t-shirt-p05584441.html,Regular fit T-shirt made of stretch cotton. Featuring a round neck and short sleeves.,"Composition: 92% cotton, 8% elastane"
https://www.zara.com/de/en/monochrome-chunky-trainers-p12215520.html,Plain monocolour trainers. Smooth upper. Chunky sole.,
https://www.zara.com/de/en/red-eclipse-edp-100-ml---3-38%C2%A0oz-p20220329.html,"Eau de parfum. An intense and sophisticated fragrance. Fresh notes of bergamot blend with clary sage and a touch of leather, creating an enigmatic and bold aroma.","Composition: ALCOHOL DENAT., FRAGRANCE (PARFUM), WATER (AQUA), TETRAMETHYL ACETYLOCTAHYDRONAPHTHALENES, POGOSTEMON CABLIN OIL, CITRUS AURANTIUM BERGAMIA PEEL OIL, BENZYL SALICYLATE, LINALYL ACETATE, LINALOOL, CITRONELLOL, LIMONENE, PELARGONIUM GRAVEOLENS FLOWER OIL, COUMARIN, PINENE, beta-Caryophyllene, VANILLIN, ROSE KETONES, GERANIOL, MENTHA PIPERITA OIL, MENTHOL, CITRAL, GERANYL ACETATE, SCLAREOL, TERPINEOL, CAMPHOR, TERPINOLENE, ALPHA-TERPINENE, CINNAMOMUM ZEYLANICUM BARK OIL"
https://www.zara.com/de/en/blue-zenith-edp-100ml---3-38%C2%A0oz-p20220330.html,"Eau de parfum. An elegant and balanced fragrance. The freshness of mandarin and lavender combines with the warmth of cinnamon and vanilla, leaving a captivating and refined trail.","Composition: ALCOHOL DENAT., FRAGRANCE (PARFUM), WATER (AQUA), TETRAMETHYL ACETYLOCTAHYDRONAPHTHALENES, DIPROPYLENE GLYCOL, LINALYL ACETATE, LINALOOL, ETHYLHEXYL SALICYLATE, COUMARIN, CITRUS AURANTIUM BERGAMIA PEEL OIL, LIMONENE, VANILLIN, CITRUS LIMON PEEL OIL, LAVANDULA OIL/EXTRACT, ALPHA-ISOMETHYL IONONE, PINENE, POGOSTEMON CABLIN OIL, PELARGONIUM GRAVEOLENS FLOWER OIL, CAMPHOR, CITRAL, GERANYL ACETATE, MENTHA VIRIDIS LEAF OIL, beta-Caryophyllene, EUGENOL, CITRONELLOL, CARVONE, GERANIOL, ROSE KETONES, TERPINOLENE, TERPINEOL, ALPHA-TERPINENE, CINNAMOMUM ZEYLANICUM BARK OIL, CINNAMAL"
https://www.zara.com/de/en/limited-edition-dinner-jacket-frock-coat-p04071006.html,Relaxed fit frock coat made of wool fabric. Shawl collar and long sleeves with buttoned cuffs. Welt pocket on the chest and flap pockets at the hip. Interior pocket detail. Back vent. Button fastening at the front.,
https://www.zara.com/de/en/textured-stretch-shirt-p04047476.html,"Slim fit shirt made of a fabric that minimises the need for ironing after washing. Featuring an open spread collar, long sleeves with buttoned cuffs and a button-up front.","Composition: 87% polyamide, 13% elastane"
https://www.zara.com/de/en/textured-stretch-shirt-p04047476.html,"Slim fit shirt made of a fabric that minimises the need for ironing after washing. Featuring an open spread collar, long sleeves with buttoned cuffs and a button-up front.","Composition: 87% polyamide, 13% elastane"
https://www.zara.com/de/en/3-pack-of-basic-boxers-p04442330.html,Pack of three pairs of boxers with an elasticated waistband.,
https://www.zara.com/de/en/casual-leather-tassel-loafers-p12620520.html,Casual loafers. Leather upper with a split leather finish. Tassels on the instep. Chunky sole.,
https://www.zara.com/de/en/formal-shoes-p12400520.html,Derby shoes. Plain upper. Round toe. Sole with slight heel.,
https://www.zara.com/de/en/formal-penny-loafers-p12600520.html,Formal loafers. Penny strap detail on the instep. Matching sole with a slight heel.,
https://www.zara.com/de/en/dress-shoes-p12401520.html,Derby style dress shoes. Plain upper. Pointed toe. Sole with slight heel.,
https://www.zara.com/de/en/dress-shoes-p12401520.html,Derby style dress shoes. Plain upper. Pointed toe. Sole with slight heel.,
https://www.zara.com/de/en/basic-quarter-zip-sweatshirt-p06462333.html,Relaxed fit sweatshirt with a high neck and front zip fastening. Long sleeves. Ribbed trims.,
https://www.zara.com/de/en/straight-fit-regular-jeans-p08062315.html,Straight-leg jeans with five pockets. Faded effect. Front button fastening.,Composition: 100% cotton
https://www.zara.com/de/en/basic-quarter-zip-sweatshirt-p06462333.html,Relaxed fit sweatshirt with a high neck and front zip fastening. Long sleeves. Ribbed trims.,
https://www.zara.com/de/en/vanilla-collection-01-vanilla-collection-02-edp-2-x-100-ml---3-38-fl--oz-p20213003.html,"VANILLA 01: Eau de Parfum. A rich orange blossom signature contrasts with the irresistible facets of a vanilla and amber duo, creating an almost obsessively liqueur-like nuance. A distinctive sensuality that reveals and celebrates a unique essence.

VANILLA 02: Eau de Parfum. A seductive bourbon vanilla enhanced by a spicy and magnetic blend creates a warm and sensual gourmand experience. The rich amber nuances of labdanum amplify the addictive sweetness of the vanilla, leaving an enveloping and captivating signature.",
https://www.zara.com/de/en/vanilla-collection-02--unique-hypnotic-seductive-edp-100-ml---3-38-fl--oz-p20213002.html,"Eau de parfum. A seductive bourbon vanilla enhanced by a spicy and magnetic blend creates a warm and sensual gourmand experience. The rich amber nuances of labdanum amplify the addictive sweetness of the vanilla, leaving an enveloping and captivating signature.","Composition: ALCOHOL DENAT., FRAGRANCE (PARFUM), WATER (AQUA), TETRAMETHYL ACETYLOCTAHYDRONAPHTHALENES, ETHYLHEXYL SALICYLATE, HEXAMETHYLINDANOPYRAN, VANILLIN, COUMARIN, BUTYL METHOXYDIBENZOYLMETHANE, BENZOTRIAZOLYL DODECYL P-CRESOL, BENZYL SALICYLATE, GERANYL ACETATE, ALCOHOL, PINENE, ROSE KETONES, TRIS(TETRAMETHYLHYDROXYPIPERIDINOL) CITRATE, LIMONENE, beta-Caryophyllene, POGOSTEMON CABLIN OIL"
https://www.zara.com/de/en/vanilla-collection-01--irresistible-magnetic-delicious-edp-100-ml--3-38-fl--oz--p20213001.html,"Eau de Parfum. A rich orange blossom signature contrasts with the irresistible facets of a vanilla and amber duo, creating an almost obsessively liqueur-like nuance. A distinctive sensuality that reveals and celebrates a unique essence.","Composition: ALCOHOL DENAT., WATER (AQUA), FRAGRANCE (PARFUM), TETRAMETHYL ACETYLOCTAHYDRONAPHTHALENES, ETHYLHEXYL SALICYLATE, HEXAMETHYLINDANOPYRAN, COUMARIN, VANILLIN, HYDROXYCITRONELLAL, ALPHA-ISOMETHYL IONONE, BUTYL METHOXYDIBENZOYLMETHANE, POGOSTEMON CABLIN OIL, BENZOTRIAZOLYL DODECYL P-CRESOL, AMYL SALICYLATE, PINENE, TRIMETHYLCYCLOPENTENYL METHYLISOPENTENOL, ALCOHOL, beta-Caryophyllene, EUGENOL, TRIS(TETRAMETHYLHYDROXYPIPERIDINOL) CITRATE, LIMONENE, ALPHA-TERPINENE, ROSE KETONES, ISOEUGENOL, TERPINOLENE, TERPINEOL, METHYL 2-OCTYNOATE"
https://www.zara.com/de/en/sunrise-on-the-red-sand-dunes-intense-edp-100-ml---3-38-fl--oz-p20220319.html,"Eau de parfum. Inspired by the deep, warm feeling of a golden sunset, this new, more intense version captures the warmth and addictive facets of fir balsam and labdanum, evoking the mesmerising transition from day to night.

The fragrance pyramid reveals vibrant notes of bergamot and ginger, enhanced by a radiant halo of mandarin. As the fragrance unfolds, the base notes reveal a rich blend of amber, intertwined with the captivating aromas of orange blossom and blackcurrant.","Composition: ALCOHOL DENAT., FRAGRANCE (PARFUM), WATER (AQUA), LIMONENE, LINALYL ACETATE, TETRAMETHYL ACETYLOCTAHYDRONAPHTHALENES, CITRUS AURANTIUM BERGAMIA PEEL OIL, CITRUS LIMON PEEL OIL, LINALOOL, PINENE, GERANIOL, COUMARIN, CITRAL, CITRONELLOL, TERPINEOL, GERANYL ACETATE, EUGENOL, beta-Caryophyllene, EUGENIA CARYOPHYLLUS OIL, ROSE KETONES, TERPINOLENE, POGOSTEMON CABLIN OIL, ALPHA-TERPINENE, CINNAMAL, ISOEUGENOL, EUGENYL ACETATE, FD&C Yellow No. 5 (CI 19140), D&C Red No. 33 (CI 17200)"
https://www.zara.com/de/en/sand-desert-at-sunset-intense-edp-100-ml---3-38-oz-p20220320.html,"Eau de parfum. An intense new amber take on the original fragrance, which captures the golden nuances of vanilla and amber, embodying the last moments of sunlight before twilight settles over the dunes.

The fragrance pyramid of this enriched version enhances the iconic signature of incense and the blend of orange with cinnamon, tonka bean and chocolate, while the cedarwood and iris are enveloped in a warm embrace of amber and vanilla.","Composition: ALCOHOL DENAT., FRAGRANCE (PARFUM), WATER (AQUA), TETRAMETHYL ACETYLOCTAHYDRONAPHTHALENES, VANILLIN, LINALYL ACETATE, COUMARIN, CITRUS AURANTIUM BERGAMIA PEEL OIL, LIMONENE, CITRUS AURANTIUM PEEL OIL, LINALOOL, ALPHA-ISOMETHYL IONONE, CINNAMYL ALCOHOL, PINENE, CINNAMAL, ROSE KETONES, beta-Caryophyllene, CITRAL, GERANYL ACETATE, TERPINEOL, TERPINOLENE, ALPHA-TERPINENE, FD&C Yellow No. 5 (CI 19140), Ext. D&C Violet No. 2 (CI 60730), D&C Red No. 33 (CI 17200)"
https://www.zara.com/de/en/striped-shirt-p05638411.html,"Regular fit shirt made from a cotton blend fabric. Featuring a collared neckline, short sleeves and a button-up front.","Composition: 70% cotton, 27% polyester, 3% other fibres"
https://www.zara.com/de/en/basic-slim-fit-t-shirt-p05584360.html,Slim fit T-shirt. Featuring a round neck and long sleeves.,"Composition: 95% cotton, 5% elastane"
https://www.zara.com/de/en/basic-slim-fit-t-shirt-p05584360.html,Slim fit T-shirt. Featuring a round neck and long sleeves.,"Composition: 95% cotton, 5% elastane"
https://www.zara.com/de/en/straight-leg-jeans-p08062310.html,Slightly looser straight-leg jeans than our regular straight-leg fit. Five-pocket design. Faded effect. Button fly.,Composition: 100% cotton
https://www.zara.com/de/en/slim-fit-jeans-p00774340.html,Faded slim fit jeans with a five-pocket design. Zip fly and button fastening.,"Composition: 98% cotton, 2% elastane"
https://www.zara.com/de/en/leather-penny-loafers-p12608421.html,Formal loafers. Leather upper. Penny strap detail on the instep. Matching sole with slight heel.,
https://www.zara.com/de/en/cropped-skinny-fit-jeans-p08062481.html,Skinny fit jeans with five pockets. Faded effect. Zip fly and top button fastening.,"Composition: 95% cotton, 3% elastomultiester, 2% elastane"
https://www.zara.com/de/en/cropped-skinny-fit-jeans-p08062481.html,Skinny fit jeans with five pockets. Faded effect. Zip fly and top button fastening.,"Composition: 95% cotton, 3% elastomultiester, 2% elastane"
https://www.zara.com/de/en/cropped-skinny-fit-jeans-p08062481.html,Skinny fit jeans with five pockets. Faded effect. Zip fly and top button fastening.,"Composition: 95% cotton, 3% elastomultiester, 2% elastane"
https://www.zara.com/de/en/slim-fit-jeans-p00774340.html,Faded slim fit jeans with a five-pocket design. Zip fly and button fastening.,"Composition: 98% cotton, 2% elastane"
https://www.zara.com/de/en/slim-fit-jeans-p00774340.html,Faded slim fit jeans with a five-pocket design. Zip fly and button fastening.,"Composition: 98% cotton, 2% elastane"
https://www.zara.com/de/en/slim-fit-jeans-p00774340.html,Faded slim fit jeans with a five-pocket design. Zip fly and button fastening.,"Composition: 98% cotton, 2% elastane"
https://www.zara.com/de/en/smart-penny-loafers-p12611420.html,Smart loafers. Plain upper with penny strap detail. Matching insole and lining. Track sole.,
https://www.zara.com/de/en/chunky-sole-trainers-p12247420.html,Sports trainers. Smooth upper with contrasting detail on the back. Chunky sole with irregular design.,
https://www.zara.com/de/en/chunky-sole-trainers-p12247420.html,Sports trainers. Smooth upper with contrasting detail on the back. Chunky sole with irregular design.,
https://www.zara.com/de/en/comfort-fit-jogger-waist-trousers-p07484303.html,Trousers made of cotton blend fabric. Elasticated waistband with adjustable drawstring. Front pockets and back welt pockets.,"Composition: 57% cotton, 40% polyester, 3% elastane"
https://www.zara.com/de/en/comfort-fit-jogger-waist-trousers-p07484303.html,Trousers made of cotton blend fabric. Elasticated waistband with adjustable drawstring. Front pockets and back welt pockets.,"Composition: 57% cotton, 40% polyester, 3% elastane"
https://www.zara.com/de/en/comfort-fit-jogger-waist-trousers-p07484303.html,Trousers made of cotton blend fabric. Elasticated waistband with adjustable drawstring. Front pockets and back welt pockets.,"Composition: 57% cotton, 40% polyester, 3% elastane"
https://www.zara.com/de/en/comfort-fit-jogger-waist-trousers-p07484303.html,Trousers made of cotton blend fabric. Elasticated waistband with adjustable drawstring. Front pockets and back welt pockets.,"Composition: 57% cotton, 40% polyester, 3% elastane"
https://www.zara.com/de/en/casual-trainers-p12301420.html,Casual trainers. Multi-piece upper with split suede leather detailing. Track sole.,
https://www.zara.com/de/en/lightweight-puffer-gilet-p04302536.html,Puffer gilet made of technical fabric. High neck. Welt pockets on the hips. Zip-up front.,
https://www.zara.com/de/en/lightweight-puffer-jacket-p08574765.html,Padded jacket with a high collar and long sleeves. Hip pockets and inside pocket detail. Elasticated hem. Zip-up front.,
https://www.zara.com/de/en/lightweight-puffer-gilet-p04302536.html,Puffer gilet made of technical fabric. High neck. Welt pockets on the hips. Zip-up front.,
https://www.zara.com/de/en/basic-quarter-zip-sweatshirt-p06462333.html,Relaxed fit sweatshirt with a high neck and front zip fastening. Long sleeves. Ribbed trims.,
https://www.zara.com/de/en/basic-quarter-zip-sweatshirt-p06462333.html,Relaxed fit sweatshirt with a high neck and front zip fastening. Long sleeves. Ribbed trims.,
