product-link href,media-image__image src,product-link,money-amount__main,product-grid-product-info-colors__text
https://www.zara.com/de/en/textured-check-shirt-p06103440.html,https://static.zara.net/assets/public/844a/bdf1/3f4d43e9a332/ca9dd8300241/06103440700-e1/06103440700-e1.jpg?ts=1740133313339&w=289,TEXTURED CHECK SHIRT,39.95 EUR,
https://www.zara.com/de/en/patchwork-flare-fit-jeans-p04048434.html,https://static.zara.net/assets/public/a184/04ad/b2d94ebeab04/a73b4930667a/04048434427-e1/04048434427-e1.jpg?ts=1739876075430&w=289,PATCHWORK FLARE FIT JEANS,49.95 EUR,
https://www.zara.com/de/en/easy-care-jogger-waist-trousers-p00706870.html,https://static.zara.net/assets/public/5b49/efcb/668640db9b3c/3a5949827413/07484870814-e1/07484870814-e1.jpg?ts=1739952448485&w=289,EASY CARE JOGGER WAIST TROUSERS,29.95 EUR,8
https://www.zara.com/de/en/textured-comfort-trousers-p00706648.html,https://static.zara.net/assets/public/62dd/3b45/a550420ab937/4638b65fdf92/00706650983-e1/00706650983-e1.jpg?ts=1739876112135&w=289,TEXTURED COMFORT TROUSERS,39.95 EUR,8
https://www.zara.com/de/en/straight-leg-jeans-p08062410.html,https://static.zara.net/assets/public/9a94/5ef4/d7754d05b92d/97726d9d076d/08062410407-e1/08062410407-e1.jpg?ts=1739376677575&w=289,STRAIGHT-LEG JEANS,39.95 EUR,5
https://www.zara.com/de/en/slim-fit-comfort-trousers-p06861441.html,https://static.zara.net/assets/public/aae4/a075/143547178fba/5a13b3f33338/06861441801-e1/06861441801-e1.jpg?ts=1739457905408&w=289,SLIM FIT COMFORT TROUSERS,39.95 EUR,6
https://www.zara.com/de/en/textured-comfort-trousers-p00706648.html,https://static.zara.net/assets/public/66ce/2b19/cd724cccb044/2006df3030e2/00706650720-e1/00706650720-e1.jpg?ts=1739459885557&w=289,TEXTURED COMFORT TROUSERS,39.95 EUR,8
https://www.zara.com/de/en/textured-comfort-overshirt-p04333400.html,https://static.zara.net/assets/public/ea1e/1b3e/fa4b4c81a55d/157badb0e4e3/04333400800-e1/04333400800-e1.jpg?ts=1736411412729&w=289,TEXTURED COMFORT OVERSHIRT,49.95 EUR,2
https://www.zara.com/de/en/leather-effect-jacket-p08281401.html,https://static.zara.net/assets/public/db00/fcd8/0c694a2982a5/96ed482b4741/08281401800-e1/08281401800-e1.jpg?ts=1739196976423&w=289,LEATHER EFFECT JACKET,49.95 EUR,1
https://www.zara.com/de/en/jacket-with-bound-seams-p03046360.html,https://static.zara.net/assets/public/6e0a/418f/be9440869b9c/7664b7c13a8e/03046360800-e1/03046360800-e1.jpg?ts=1739204506022&w=289,JACKET WITH BOUND SEAMS,69.95 EUR,1
https://www.zara.com/de/en/cropped-fit-jacket-p04272272.html,https://static.zara.net/assets/public/639b/e5fa/41d84288aa73/050b6625999f/04272272505-e1/04272272505-e1.jpg?ts=1739204513049&w=289,CROPPED FIT JACKET,69.95 EUR,
https://www.zara.com/de/en/leather-effect-jacket-p08281401.html,https://static.zara.net/assets/public/b7c4/5cb9/d71144a0a2c0/ae1aa82b6447/08281401811-e1/08281401811-e1.jpg?ts=1739204537360&w=289,LEATHER EFFECT JACKET,49.95 EUR,1
https://www.zara.com/de/en/straight-leg-jeans-p08062410.html,https://static.zara.net/assets/public/1662/d7fc/3a8244978a1d/42a4424c9aa2/04365420822-e1/04365420822-e1.jpg?ts=1738841337155&w=289,STRAIGHT-LEG JEANS,39.95 EUR,5
https://www.zara.com/de/en/relaxed-fit-zip-up-overshirt-p08574370.html,https://static.zara.net/assets/public/3895/c330/efac4bdea9e8/82798aa8031d/08574370710-e1/08574370710-e1.jpg?ts=1738858713699&w=289,RELAXED FIT ZIP-UP OVERSHIRT,49.95 EUR,2
https://www.zara.com/de/en/relaxed-fit-zip-up-overshirt-p08574370.html,https://static.zara.net/assets/public/f42d/1d40/db3a4c7998ae/f1773234d55b/08574370800-e1/08574370800-e1.jpg?ts=1738858714686&w=289,RELAXED FIT ZIP-UP OVERSHIRT,49.95 EUR,2
https://www.zara.com/de/en/basic-ribbed-tank-top-p04087453.html,https://static.zara.net/assets/public/68c4/a20d/020a4b178432/e84bc2a4cf38/04087453250-e1/04087453250-e1.jpg?ts=1737019013861&w=289,BASIC RIBBED TANK TOP,15.95 EUR,2
https://www.zara.com/de/en/straight-leg-jeans-p08062410.html,https://static.zara.net/assets/public/aba7/d678/b6f94c31b427/eedd4c1c7e35/04048410427-e1/04048410427-e1.jpg?ts=1738841336910&w=289,STRAIGHT-LEG JEANS,39.95 EUR,5
https://www.zara.com/de/en/basic-ribbed-tank-top-p04087453.html,https://static.zara.net/assets/public/b8f6/e36d/3aeb4f96903c/ad8dd7e81a05/04087453800-e1/04087453800-e1.jpg?ts=1737019023571&w=289,BASIC RIBBED TANK TOP,15.95 EUR,2
https://www.zara.com/de/en/straight-leg-jeans-p08062410.html,https://static.zara.net/assets/public/3b92/1bb5/8d074f6baf92/384bac8cd563/08062410406-e1/08062410406-e1.jpg?ts=1738841344987&w=289,STRAIGHT-LEG JEANS,39.95 EUR,5
https://www.zara.com/de/en/relaxed-fit-zip-up-overshirt-p08574370.html,https://static.zara.net/assets/public/56c7/7485/be0743b7bc94/a2be0c9bb750/08574370916-e1/08574370916-e1.jpg?ts=1738858717704&w=289,RELAXED FIT ZIP-UP OVERSHIRT,49.95 EUR,2
https://www.zara.com/de/en/pearl-knit-polo-shirt-with-zip-p03284446.html,https://static.zara.net/assets/public/484c/66ad/a8264027b674/23bd82ec42d7/03284446712-e1/03284446712-e1.jpg?ts=1736330728328&w=289,PEARL KNIT POLO SHIRT WITH ZIP,39.95 EUR,3
https://www.zara.com/de/en/pearl-knit-polo-shirt-with-zip-p03284446.html,https://static.zara.net/assets/public/d650/ab18/66154e12ba48/4fdf982c65eb/03284446506-e1/03284446506-e1.jpg?ts=1736330728130&w=289,PEARL KNIT POLO SHIRT WITH ZIP,39.95 EUR,3
https://www.zara.com/de/en/pearl-knit-polo-shirt-with-zip-p03284446.html,https://static.zara.net/assets/public/43d4/2014/ba914006890c/2f4091355c02/03284446401-e1/03284446401-e1.jpg?ts=1736330727743&w=289,PEARL KNIT POLO SHIRT WITH ZIP,39.95 EUR,3
https://www.zara.com/de/en/slim-fit-suit-trousers-p04426254.html,https://static.zara.net/assets/public/daa6/8c8a/bef741ad82d2/26451723984a/04426909081-e1/04426909081-e1.jpg?ts=1739440595934&w=289,SLIM FIT SUIT TROUSERS,39.95 EUR,1
https://www.zara.com/de/en/slim-fit-suit-blazer-p04425254.html,https://static.zara.net/assets/public/46d8/e129/d9fc4963a646/5f3f367e53ce/04425254081-e1/04425254081-e1.jpg?ts=1740474162692&w=289,SLIM FIT SUIT BLAZER,79.95 EUR,1
https://www.zara.com/de/en/wide-fit-pleated-trousers-p05070802.html,https://static.zara.net/assets/public/bb77/e0e8/fad74e76ab48/c5b6e2dcc50e/05070802800-e1/05070802800-e1.jpg?ts=1738676736241&w=289,WIDE FIT PLEATED TROUSERS,39.95 EUR,1
https://www.zara.com/de/en/technical-trainers-p12336520.html,https://static.zara.net/assets/public/2905/9de0/351e486b99a2/a951064e09e0/12336520202-e1/12336520202-e1.jpg?ts=1738165133312&w=289,TECHNICAL TRAINERS,55.95 EUR,2
https://www.zara.com/de/en/slim-fit-suit-blazer-p04425254.html,https://static.zara.net/assets/public/58e2/0c79/3e394087875d/fbb3ff29a370/04425254403-e1/04425254403-e1.jpg?ts=1739440590406&w=289,SLIM FIT SUIT BLAZER,79.95 EUR,1
https://www.zara.com/de/en/slim-fit-suit-trousers-p04426254.html,https://static.zara.net/assets/public/43e0/a51f/b91d4e2286a9/b3ad3a08154a/04426254403-e1/04426254403-e1.jpg?ts=1739440591642&w=289,SLIM FIT SUIT TROUSERS,39.95 EUR,1
https://www.zara.com/de/en/contrast-collar-jacket-p06987411.html,https://static.zara.net/assets/public/dde9/85d9/d81a491eac1f/5431108837ce/06987411800-e1/06987411800-e1.jpg?ts=1738657991022&w=289,CONTRAST COLLAR JACKET,59.95 EUR,1
https://www.zara.com/de/en/cotton-linen-trousers-p08574303.html,https://static.zara.net/assets/public/d351/247d/ba97472d8a33/998f04be7cf2/08574303052-e1/08574303052-e1.jpg?ts=1738065375145&w=289,COTTON/LINEN TROUSERS,45.95 EUR,3
https://www.zara.com/de/en/flare-fit-jeans-p05585444.html,https://static.zara.net/assets/public/b613/a3c2/a1ea4bd2a563/5637c66c48d0/05585444802-e1/05585444802-e1.jpg?ts=1739892631358&w=289,FLARE FIT JEANS,49.95 EUR,5
https://www.zara.com/de/en/flare-fit-jeans-p05585444.html,https://static.zara.net/assets/public/8a7c/801a/ac89492eafbc/9522fc644fdf/05585444800-e1/05585444800-e1.jpg?ts=1739892509889&w=289,FLARE FIT JEANS,49.95 EUR,5
https://www.zara.com/de/en/relaxed-fit-knit-t-shirt-p05536431.html,https://static.zara.net/assets/public/e983/cf25/38914cdfadde/8e0d697cbdc5/05536431733-e1/05536431733-e1.jpg?ts=1737995286600&w=289,RELAXED FIT KNIT T-SHIRT,39.95 EUR,3
https://www.zara.com/de/en/relaxed-fit-knit-t-shirt-p05536431.html,https://static.zara.net/assets/public/42cf/ed59/39d04c9484c3/987a4fabcce6/05536431403-e1/05536431403-e1.jpg?ts=1737995288968&w=289,RELAXED FIT KNIT T-SHIRT,39.95 EUR,3
https://www.zara.com/de/en/flare-fit-jeans-p05585444.html,https://static.zara.net/assets/public/ffca/3428/b9484c5eab63/52e263de09fc/05585444406-e1/05585444406-e1.jpg?ts=1739892510623&w=289,FLARE FIT JEANS,49.95 EUR,5
https://www.zara.com/de/en/cotton-linen-trousers-p08574303.html,https://static.zara.net/assets/public/422d/21af/301341969248/c0b3d3bd990f/08574303250-e1/08574303250-e1.jpg?ts=1737995151045&w=289,COTTON/LINEN TROUSERS,45.95 EUR,3
https://www.zara.com/de/en/relaxed-fit-knit-t-shirt-p05536431.html,https://static.zara.net/assets/public/e853/2244/67fd4d869e47/877caa952959/05536431800-e1/05536431800-e1.jpg?ts=1737995286982&w=289,RELAXED FIT KNIT T-SHIRT,39.95 EUR,3
https://www.zara.com/de/en/cotton-linen-trousers-p08574303.html,https://static.zara.net/assets/public/5f0f/6a7c/641d47ac9108/03e8783b60f5/08574303800-e1/08574303800-e1.jpg?ts=1737995151104&w=289,COTTON/LINEN TROUSERS,45.95 EUR,3
https://www.zara.com/de/en/cotton-linen-trousers-p08574303.html,https://static.zara.net/assets/public/fc2a/9d55/86694fad96ee/be47384c8f44/08574303401-e1/08574303401-e1.jpg?ts=1737995153665&w=289,COTTON/LINEN TROUSERS,45.95 EUR,3
https://www.zara.com/de/en/relaxed-fit-knit-t-shirt-p05536431.html,https://static.zara.net/assets/public/ab48/c883/057448b4b0cb/44ed3687d7e9/05536431707-e1/05536431707-e1.jpg?ts=1737995289230&w=289,RELAXED FIT KNIT T-SHIRT,39.95 EUR,3
https://www.zara.com/de/en/flare-fit-jeans-p05585444.html,https://static.zara.net/assets/public/f84f/37ee/dd8740b5ad25/68a60853247f/05585444427-e1/05585444427-e1.jpg?ts=1739892647195&w=289,FLARE FIT JEANS,49.95 EUR,5
https://www.zara.com/de/en/slim-fit-chino-trousers-p06786300.html,https://static.zara.net/assets/public/b49c/c737/46a548f7bc5f/414e3479fa93/06786300800-e1/06786300800-e1.jpg?ts=1739261534258&w=289,SLIM FIT CHINO TROUSERS,29.95 EUR,5
https://www.zara.com/de/en/slim-fit-chino-trousers-p06786300.html,https://static.zara.net/assets/public/9015/ec19/59e644f296ea/116a9de8242e/06786300401-e1/06786300401-e1.jpg?ts=1739261529444&w=289,SLIM FIT CHINO TROUSERS,29.95 EUR,5
https://www.zara.com/de/en/slim-fit-chino-trousers-p06786300.html,https://static.zara.net/assets/public/05e1/b7ca/54a749c7b584/4e3963cda3e2/06786300710-e1/06786300710-e1.jpg?ts=1739261533106&w=289,SLIM FIT CHINO TROUSERS,29.95 EUR,5
https://www.zara.com/de/en/100-linen-trousers-p04410010.html,https://static.zara.net/assets/public/d19a/3d7b/c97e4566907e/4a31306c0ab1/09871411052-e1/09871411052-e1.jpg?ts=1732797335872&w=289,100% LINEN TROUSERS,49.95 EUR,5
https://www.zara.com/de/en/100-linen-trousers-p04410010.html,https://static.zara.net/assets/public/8276/5920/4b7d46838879/c4af292e40d5/09871411250-e1/09871411250-e1.jpg?ts=1732797321862&w=289,100% LINEN TROUSERS,49.95 EUR,5
https://www.zara.com/de/en/100-linen-trousers-p04410010.html,https://static.zara.net/assets/public/5241/44bc/9a984a2e9626/57eae44c7411/09871411401-e1/09871411401-e1.jpg?ts=1732797355384&w=289,100% LINEN TROUSERS,49.95 EUR,5
https://www.zara.com/de/en/textured-polo-shirt-p04092400.html,https://static.zara.net/assets/public/d4f2/b44f/be58406a93a2/11c293f67765/04092400251-e1/04092400251-e1.jpg?ts=1735807958070&w=289,TEXTURED POLO SHIRT,25.95 EUR,5
https://www.zara.com/de/en/vertical-textured-polo-shirt-p00526460.html,https://static.zara.net/assets/public/d059/de3b/7ca84dc1a18a/4a21c5a608d6/00526460251-e1/00526460251-e1.jpg?ts=1735292404756&w=289,VERTICAL TEXTURED POLO SHIRT,25.95 EUR,6
https://www.zara.com/de/en/vertical-textured-polo-shirt-p00526460.html,https://static.zara.net/assets/public/a126/742d/b3674f548cd1/8f8eddb7cf29/00526460800-e1/00526460800-e1.jpg?ts=1735296379806&w=289,VERTICAL TEXTURED POLO SHIRT,25.95 EUR,6
https://www.zara.com/de/en/vertical-textured-polo-shirt-p00526460.html,https://static.zara.net/assets/public/e768/d462/6e1b4c3d83c3/bea74c08a84c/00526460832-000-e1/00526460832-000-e1.jpg?ts=1735901197912&w=289,VERTICAL TEXTURED POLO SHIRT,25.95 EUR,6
https://www.zara.com/de/en/textured-polo-shirt-p04092400.html,https://static.zara.net/assets/public/2c7d/a06c/b98140abb59d/ce412f68da47/04092400800-e1/04092400800-e1.jpg?ts=1735807958281&w=289,TEXTURED POLO SHIRT,25.95 EUR,5
https://www.zara.com/de/en/textured-polo-shirt-p04092400.html,https://static.zara.net/assets/public/949b/f399/efc34e29afd7/25cbab09140f/04092400401-e1/04092400401-e1.jpg?ts=1735807958090&w=289,TEXTURED POLO SHIRT,25.95 EUR,5
https://www.zara.com/de/en/relaxed-fit-pleated-trousers-p06861554.html,https://static.zara.net/assets/public/1679/d66c/3b524690b600/86a253261990/06861554800-e1/06861554800-e1.jpg?ts=1737647643798&w=289,RELAXED FIT PLEATED TROUSERS,49.95 EUR,2
https://www.zara.com/de/en/flowing-knit-t-shirt-p00304406.html,https://static.zara.net/assets/public/fe34/be7c/504546a1b8e4/46ade153c455/00304406251-e1/00304406251-e1.jpg?ts=1735807588343&w=289,FLOWING KNIT T-SHIRT,25.95 EUR,5
https://www.zara.com/de/en/straight-leg-jeans-p08062410.html,https://static.zara.net/assets/public/2be1/6c05/c5aa492b875b/7ad83404c60c/01538410809-e1/01538410809-e1.jpg?ts=1737707196771&w=289,STRAIGHT-LEG JEANS,39.95 EUR,5
https://www.zara.com/de/en/flowing-knit-t-shirt-p00304406.html,https://static.zara.net/assets/public/76c6/3096/c24d4c7a92f0/de96b6d34883/00304406800-e1/00304406800-e1.jpg?ts=1735807589828&w=289,FLOWING KNIT T-SHIRT,25.95 EUR,5
https://www.zara.com/de/en/leather-effect-jacket-p03046404.html,https://static.zara.net/assets/public/6ad4/6ad5/1dc344839ee8/382ca90bceed/03046404800-e1/03046404800-e1.jpg?ts=1735307339316&w=289,LEATHER EFFECT JACKET,69.95 EUR,1
https://www.zara.com/de/en/slim-fit-jeans-p00774340.html,https://static.zara.net/assets/public/a32a/9ec1/b85d4daaa168/6ea0995c9318/00774450407-e1/00774450407-e1.jpg?ts=1737647644824&w=289,SLIM FIT JEANS,29.95 EUR,9
https://www.zara.com/de/en/vertical-textured-polo-shirt-p00526460.html,https://static.zara.net/assets/public/93e6/22c1/234540b0a513/6ff6fd0545a9/00526460514-000-e1/00526460514-000-e1.jpg?ts=1735901168827&w=289,VERTICAL TEXTURED POLO SHIRT,25.95 EUR,6
https://www.zara.com/de/en/flowing-knit-t-shirt-p00304406.html,https://static.zara.net/assets/public/c0cf/63fd/11ab4449a02c/b82e97ac6aff/00304406401-e1/00304406401-e1.jpg?ts=1735807590919&w=289,FLOWING KNIT T-SHIRT,25.95 EUR,5
https://www.zara.com/de/en/flowing-knit-t-shirt-p00304406.html,https://static.zara.net/assets/public/37cf/f87b/ce7347ec90d7/51b001d291da/00304406104-e1/00304406104-e1.jpg?ts=1735807590784&w=289,FLOWING KNIT T-SHIRT,25.95 EUR,5
https://www.zara.com/de/en/casual-leather-loafers-p12613520.html,https://static.zara.net/assets/public/784a/531b/05c040c4a440/98f8e23f5d3e/12613520400-e1/12613520400-e1.jpg?ts=1735901360351&w=289,CASUAL LEATHER LOAFERS,59.95 EUR,4
https://www.zara.com/de/en/relaxed-fit-pleated-trousers-p06861554.html,https://static.zara.net/assets/public/54f6/30cc/04574333bb0a/e8a032c015e0/06861554712-e1/06861554712-e1.jpg?ts=1737647643303&w=289,RELAXED FIT PLEATED TROUSERS,49.95 EUR,2
https://www.zara.com/de/en/faux-suede-varsity-jacket-with-patches-p06318401.html,https://static.zara.net/assets/public/e4ef/04d0/dd2e4b4b9b26/11cee2db8d18/06318401251-e1/06318401251-e1.jpg?ts=1735549646894&w=289,FAUX SUEDE VARSITY JACKET WITH PATCHES,59.95 EUR,1
https://www.zara.com/de/en/leather-effect-jacket-p03046404.html,https://static.zara.net/assets/public/8fb8/c862/578b4b0fbd29/27e8ca426244/03046404802-e1/03046404802-e1.jpg?ts=1735549645133&w=289,LEATHER EFFECT JACKET,69.95 EUR,1
https://www.zara.com/de/en/boxy-fit-overshirt-p07484553.html,https://static.zara.net/assets/public/3f35/4a52/922446978af9/51c84559c766/07484553712-e1/07484553712-e1.jpg?ts=1737714777253&w=289,BOXY FIT OVERSHIRT,59.95 EUR,2
https://www.zara.com/de/en/slim-cropped-fit-jeans-p04551402.html,https://static.zara.net/assets/public/e8a4/23d5/9a594729948f/f82eb7ef13f5/08062401427-e1/08062401427-e1.jpg?ts=1737367678821&w=289,SLIM CROPPED-FIT JEANS,29.95 EUR,3
https://www.zara.com/de/en/slim-cropped-fit-jeans-p04551402.html,https://static.zara.net/assets/public/c96b/11ac/c65147eca620/03f85f906c8d/04806400800-e1/04806400800-e1.jpg?ts=1737709012496&w=289,SLIM CROPPED-FIT JEANS,29.95 EUR,3
https://www.zara.com/de/en/slim-cropped-fit-jeans-p04551402.html,https://static.zara.net/assets/public/a790/0439/732945f68398/8794d1ed1940/08062402407-e1/08062402407-e1.jpg?ts=1737711686108&w=289,SLIM CROPPED-FIT JEANS,29.95 EUR,3
https://www.zara.com/de/en/cotton-linen-relaxed-fit-trousers-p01437450.html,https://static.zara.net/assets/public/8690/6e4e/9c2844388de4/af6fed5d0a12/01437450800-e1/01437450800-e1.jpg?ts=1735818573447&w=289,COTTON/LINEN RELAXED FIT TROUSERS,35.95 EUR,4
https://www.zara.com/de/en/cotton---linen-shirt-p01063305.html,https://static.zara.net/assets/public/631a/149c/05fc465cb08a/e81b8b0f5162/01063305058-e1/01063305058-e1.jpg?ts=1735808076841&w=289,COTTON - LINEN SHIRT,35.95 EUR,6
https://www.zara.com/de/en/cotton-linen-relaxed-fit-trousers-p01437450.html,https://static.zara.net/assets/public/3da0/5fed/787c43a78f5e/636c5c266234/01437450251-e1/01437450251-e1.jpg?ts=1735818569506&w=289,COTTON/LINEN RELAXED FIT TROUSERS,35.95 EUR,4
https://www.zara.com/de/en/cotton---linen-shirt-p01063305.html,https://static.zara.net/assets/public/b7d7/70ec/ea384b4a89d7/3525e730128c/01063305403-e1/01063305403-e1.jpg?ts=1735568192636&w=289,COTTON - LINEN SHIRT,35.95 EUR,6
https://www.zara.com/de/en/cotton---linen-shirt-p01063305.html,https://static.zara.net/assets/public/f970/74c6/501e4396a7c7/69aa8609e1bb/01063305052-e1/01063305052-e1.jpg?ts=1735568193547&w=289,COTTON - LINEN SHIRT,35.95 EUR,6
https://www.zara.com/de/en/cotton---linen-shirt-p01063306.html,https://static.zara.net/assets/public/60fb/9c64/e12c4b83ac74/5080b94948ae/01063306250-e1/01063306250-e1.jpg?ts=1736241142269&w=289,COTTON - LINEN SHIRT,35.95 EUR,4
https://www.zara.com/de/en/cotton---linen-shirt-p01063305.html,https://static.zara.net/assets/public/bc07/f28f/f0434e8d8d1c/c8f46a2a24e6/01063305250-e1/01063305250-e1.jpg?ts=1735568191450&w=289,COTTON - LINEN SHIRT,35.95 EUR,6
https://www.zara.com/de/en/cotton---linen-shirt-p01063306.html,https://static.zara.net/assets/public/7e5d/7184/908e4ccb83ee/ffd0d091ea00/01063306052-e1/01063306052-e1.jpg?ts=1736241128465&w=289,COTTON - LINEN SHIRT,35.95 EUR,4
https://www.zara.com/de/en/cotton---linen-shirt-p01063305.html,https://static.zara.net/assets/public/b99a/561c/1af34525bd8b/df9de4e4e361/01063305060-e1/01063305060-e1.jpg?ts=1735808077862&w=289,COTTON - LINEN SHIRT,35.95 EUR,6
https://www.zara.com/de/en/cotton---linen-shirt-p01063306.html,https://static.zara.net/assets/public/04e7/047d/30fe49a6b911/b25fa3369967/01063306403-e1/01063306403-e1.jpg?ts=1736241142956&w=289,COTTON - LINEN SHIRT,35.95 EUR,4
https://www.zara.com/de/en/cotton---linen-shirt-p01063306.html,https://static.zara.net/assets/public/b1c5/aa99/f13444b389da/20d4eee28c3b/01063306505-e1/01063306505-e1.jpg?ts=1736241122807&w=289,COTTON - LINEN SHIRT,35.95 EUR,4
https://www.zara.com/de/en/cotton-linen-relaxed-fit-trousers-p01437450.html,https://static.zara.net/assets/public/d821/7452/28474e458c53/647785cba549/01437450400-e1/01437450400-e1.jpg?ts=1735818573885&w=289,COTTON/LINEN RELAXED FIT TROUSERS,35.95 EUR,4
https://www.zara.com/de/en/relaxed-fit-textured-trousers-p07147400.html,https://static.zara.net/assets/public/701b/bdf7/5b6e46daa9d9/c59391e8d87c/07147400251-e1/07147400251-e1.jpg?ts=1736241142437&w=289,RELAXED FIT TEXTURED TROUSERS,45.95 EUR,3
https://www.zara.com/de/en/viscose-blend-knitted-polo-shirt-p00304407.html,https://static.zara.net/assets/public/3af5/0e12/6c65409a9590/c5bc62b7ccfb/00304407800-e1/00304407800-e1.jpg?ts=1736241139137&w=289,VISCOSE BLEND KNITTED POLO SHIRT,29.95 EUR,4
https://www.zara.com/de/en/viscose-blend-knitted-polo-shirt-p00304407.html,https://static.zara.net/assets/public/df34/2c9c/89ed4a70888d/ff1db64e9800/00304407251-e1/00304407251-e1.jpg?ts=1736241140332&w=289,VISCOSE BLEND KNITTED POLO SHIRT,29.95 EUR,4
https://www.zara.com/de/en/viscose-blend-knitted-polo-shirt-p00304407.html,https://static.zara.net/assets/public/f6f5/a7c5/a7374940b090/f5dc4f8bfb97/00304407401-e1/00304407401-e1.jpg?ts=1736241142676&w=289,VISCOSE BLEND KNITTED POLO SHIRT,29.95 EUR,4
https://www.zara.com/de/en/viscose-blend-knitted-polo-shirt-p00304407.html,https://static.zara.net/assets/public/5160/89ce/1392466cb404/0f1a4cb12656/00304407708-e1/00304407708-e1.jpg?ts=1736241115671&w=289,VISCOSE BLEND KNITTED POLO SHIRT,29.95 EUR,4
https://www.zara.com/de/en/relaxed-fit-textured-trousers-p07147400.html,https://static.zara.net/assets/public/5fb6/b8c3/168e4305ba89/92f6b59db4dc/07147403052-e1/07147403052-e1.jpg?ts=1736241131320&w=289,RELAXED FIT TEXTURED TROUSERS,45.95 EUR,3
https://www.zara.com/de/en/viscose-blend-knitted-polo-shirt-p00304407.html,https://static.zara.net/assets/public/bfb8/c7bf/d5424e309eda/ff5bdc61f21a/00304407901-e1/00304407901-e1.jpg?ts=1736241113926&w=289,VISCOSE BLEND KNITTED POLO SHIRT,29.95 EUR,4
